ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	e1_Fe/H	e2_Fe/H	Ref	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a	eOrbit_a	R/a	detached	well_detached	source	mode	database	rho	erho1	erho2
KIC3544595	0,899	0,009	0,009	0,916	0,006	0,006	5669	75	75	-0,092	0,0721110255092798	0,0721110255092798	NA	4,468	0,003	0,003	NA	0,78	0,029	0,025	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	NA	0,27924452148852424	0,006158407522358186	0,006158407522358186
KIC3545753	1,258	0,0573149195236284	0,0618465843842649	2,296	0,0577754273026172	0,056859475903318	6206	58	58	-0,338	0,105	0,105	NA	3,814	0,0148660687473185	0,0158113883008419	NA	8,035	0,720810235740592	0,720810235740592	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,024812834602288256	0,0021878346264543585	0,0022105051937350976
KIC3547794	1,4	0,11	0,13	1,75	0,06	0,06	6825	81	81	-0,14	0,15	0,15	NA	4,093	0,019	0,019	NA	5,785	0,491271159812543	0,491271159812543	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,06236275321151816	0,008071836717807469	0,008641695802167516
KIC3630240	1,309	0,142337626789265	0,13186735759846	4,101	0,182485615871498	0,176773866846884	5256	71	71	-0,613	0,103	0,103	NA	3,328	0,0114017542509914	0,0114017542509914	NA	7,836	0,717243122228563	0,717243122228563	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,00453087133363319	0,000780104980347569	0,0007427142423699715
KIC3632418	1,4082	0,0209	0,0209	1,9114	0,021	0,024	6193	77	77	-0,041	0,0721110255092798	0,0721110255092798	NA	4,0238	0,0077	0,0077	NA	5,14	0,209	0,2	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	NA	0,048141651609631284	0,001740202352158562	0,0019491169748724459
KIC3633847	1,285	0,142337626789265	0,071505244562899	1,858	0,0581377674149945	0,0485489443757534	6122	51	51	0,12	0,1	0,1	NA	4,013	0,0183575597506858	0,0158113883008419	NA	5,266	0,47585644152796	0,47585644152796	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,047827467954523924	0,006944301739069938	0,004597742405277383
KIC3633889	1,208	0,0576281181368956	0,06	1,322	0,0355105618091294	0,0355105618091294	6452	49	49	-0,12	0,1	0,1	NA	4,276	0,0120415945787923	0,0120415945787923	NA	2,788	0,231897345463035	0,231897345463035	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,12481993714056376	0,011688866725309591	0,011815599185754163
KIC3640905	1,3	0,08	0,08	2,94	0,07	0,07	4991	75	75	0,333	0,0721110255092798	0,0721110255092798	NA	NA	NA	NA	NA	2,75	0,112529637707296	0,112529637707296	NA	PMS	K	NA	NA	NA	NA	NA	huber13	A	NA	0,012212729886939113	0,001151435906226847	0,001151435906226847
KIC3642422	1,566	0,106018866245589	0,144027775099111	3,21	0,09037698822156	0,110724884285331	5325	98	98	-0,019	0,1	0,1	NA	3,617	0,0122065556157337	0,0138924439894498	NA	9,807	1,03755686431547	1,03755686431547	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,011302852266406075	0,0012235093579404921	0,0015648293131213062
KIC3643774	1,275	0,0565862174031804	0,0618465843842649	1,588	0,0233452350598575	0,0256124969497314	6029	104	104	0,158	0,1	0,1	NA	4,141	0,0086023252670426	0,0086023252670426	NA	2,911	0,199115374876444	0,199115374876444	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,07600988600321876	0,0047558058553466365	0,00520774678722103
KIC3656476	1,075	0,0402243707222375	0,0410487515035476	1,316	0,0184390889145858	0,0184390889145858	5684	56	56	0,233	0,1	0,1	NA	4,23	0,0072111025509279	0,0072111025509279	NA	1,626	0,13908986340791	0,13908986340791	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,11260357711623464	0,006336889450982785	0,006394630145793295
KIC3657002	1,219	0,0646606526413089	0,0898943824718764	1,516	0,0324499614791759	0,037589892258425	6006	64	64	0,112	0,1	0,1	NA	4,161	0,0128062484748657	0,0136014705087354	NA	2,732	0,226473371932982	0,226473371932982	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,08352519388486394	0,006956815806561582	0,008748863446164785
KIC3661135	1,11	0,0537121960079831	0,0555427763079953	1,879	0,0477598157450382	0,0477598157450382	5603	71	71	-0,02	0,1	0,1	NA	3,935	0,0114017542509914	0,0114017542509914	NA	3,542	0,319592291678029	0,319592291678029	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03994422774188074	0,003607398484658658	0,0036431194400430795
KIC3730801	1,24	0,0678969807870718	0,113159179919262	1,595	0,0449444101084885	0,052773099207835	5894	58	58	0,164	0,1	0,1	NA	4,123	0,0126491106406735	0,0136014705087354	NA	2,844	0,246867410490714	0,246867410490714	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,07295431998023898	0,007347892748699692	0,00983677785921739
KIC3733735	1,441	0,0660378679243962	0,0718401002226472	1,425	0,0277848879788996	0,0277848879788996	6711	66	66	-0,077	0,1	0,1	NA	4,287	0,01	0,0106301458127346	NA	3,631	0,279777268342257	0,279777268342257	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,11888601733089497	0,008834274613103725	0,009137271482381668
KIC3735871	1,15	0,0427200187265877	0,0475394572960188	1,113	0,0148660687473185	0,0167630546142402	6176	50	50	-0,032	0,099	0,099	NA	4,405	0,0067082039324993	0,0076157731058639	NA	1,542	0,12896442448014	0,12896442448014	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,19912405972315328	0,010880245807489159	0,012194503641923454
KIC3761840	1,538	0,0658027355054484	0,0698927750200262	2,814	0,0746726188103779	0,0737360156233031	6236	61	61	0,011	0,1	0,1	NA	3,725	0,0158113883008419	0,0158113883008419	NA	12,97	1,13237954655977	1,13237954655977	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,016477656565715395	0,0014892019076758504	0,001496172663724119
KIC3854781	1,197	0,0567274184147313	0,0598163857149527	1,792	0,0358050275799363	0,0374432904536981	5705	102	102	0,256	0,1	0,1	NA	4,009	0,010295630140987	0,010295630140987	NA	3,408	0,294317890671679	0,294317890671679	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,04965826309830699	0,003794526792954413	0,003980873008798649
KIC3942719	1,099	0,0595063021872474	0,0567978872846517	2,107	0,0563648826841678	0,0554616984954482	5736	65	65	-0,364	0,101	0,101	NA	3,83	0,0104403065089106	0,0104403065089106	NA	4,016	0,104548159379123	0,104548159379123	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,028048876891160555	0,0027154497846404615	0,0026471481513930385
KIC3952307	1,275	0,0622896460095897	0,0684105255059483	2,076	0,0483735464897913	0,0475078940808788	6210	118	118	-0,118	0,1	0,1	NA	3,908	0,0139283882771841	0,0139283882771841	NA	6,262	0,48695300120495	0,48695300120495	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03402040880081631	0,002901392262247593	0,0029642946266573186
KIC3952580	1,458	0,0642028036770981	0,0618465843842649	2,709	0,0466154480832267	0,0474341649025257	6115	101	101	-0,074	0,1	0,1	NA	3,736	0,010295630140987	0,0094339811320566	NA	11,88	1,0567874435588	1,0567874435588	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,017508216148622517	0,001187979603764643	0,0011821228752912358
KIC3967430	1,36	0,09	0,12	1,47	0,04	0,05	6622	53	53	0,0	0,15	0,15	NA	4,236	0,014	0,014	NA	3,565	0,281704945624284	0,281704945624284	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,10221115474607503	0,010741033338887008	0,01378820344728418
KIC3967859	1,008	0,0605392434706612	0,0596824932455071	1,284	0,0344383507154451	0,0335410196624968	6211	78	78	-0,375	0,1	0,1	NA	4,224	0,0158113883008419	0,0158113883008419	NA	1,933	0,172593806759579	0,172593806759579	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,11367811187477372	0,011413996193952572	0,011165396059000809
KIC4038445	1,067	0,0796052762070455	0,0769415362466854	2,667	0,0836719785830358	0,0827647267862342	5327	69	69	-0,766	0,105	0,105	NA	3,613	0,0085440037453175	0,0085440037453175	NA	4,939	0,47477908781434	0,47477908781434	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,01342785871512945	0,0016127174387984868	0,0015812544507313867
KIC4049576	1,159	0,0674166151627327	0,0691158447825099	1,944	0,0919238815542512	0,0861278120005379	6066	84	84	-0,264	0,101	0,101	NA	3,923	0,0284429253066558	0,0304138126514911	NA	4,633	0,331409816577219	0,331409816577219	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,037662231183638144	0,005774389425587765	0,0054865689789855695
KIC4060815	1,43	0,16	0,16	3,73	0,18	0,18	5055	75	75	0,091	0,0721110255092798	0,0721110255092798	NA	NA	NA	NA	NA	7,068	0,736696435134712	0,736696435134712	NA	PMS	K	NA	NA	NA	NA	NA	huber13	A	NA	0,006578409928859309	0,0012036497739099236	0,0012036497739099236
KIC4064447	1,91	0,09	0,14	4,61	0,11	0,15	5755	118	118	-0,25	0,1	0,1	NA	3,39	0,011	0,011	NA	21,47	2,13004764292093	2,13004764292093	NA	PMS	G	NA	NA	NA	NA	NA	C14sdss	A	NA	0,004654167206487727	0,00039886330707414086	0,0005681350481501483
KIC4072740	1,326	0,0740607858451421	0,0732393336944022	4,113	0,0864522989862039	0,0857029754442633	5015	71	71	0,148	0,1	0,1	NA	3,331	0,0072801098892805	0,0072801098892805	NA	9,018	0,92191077984941	0,92191077984941	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,0045496583612296155	0,00038324827635380934	0,0003795183276211031
KIC4141376	1,019	0,021	0,03	1,039	0,009	0,009	6134	91	91	-0,269	0,0721110255092798	0,0721110255092798	NA	4,412	0,003	0,004	NA	1,363	0,052	0,056	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	NA	0,2168897019924245	0,007193441468544676	0,008517029909473011
KIC4143755	0,918	0,021	0,03	1,414	0,012	0,013	5622	106	106	-0,357	0,0721110255092798	0,0721110255092798	NA	4,102	0,001	0,002	NA	1,997	0,029	0,038	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	NA	0,07751858622744659	0,002653241366973178	0,0033149462313960764
KIC4165030	0,923	0,0509901951359278	0,0491934955049954	1,634	0,042154477816716	0,0412310562561766	5758	63	63	-0,482	0,102	0,102	NA	3,975	0,0117046999107196	0,0117046999107196	NA	2,843	0,253964897885598	0,253964897885598	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,05050762358102726	0,004802710375161616	0,0046759923588365
KIC4243623	0,98	0,110113577727726	0,0936803074290429	2,563	0,132672529183701	0,118139747756629	5094	63	63	-0,369	0,101	0,101	NA	3,611	0,0101980390271856	0,0101980390271856	NA	3,63	0,320797984575958	0,320797984575958	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,01389605895083167	0,0026635907342039337	0,0023360278659341187
KIC4247542	1,129	0,0917877987534291	0,0710633520177595	1,581	0,052773099207835	0,0501198563445667	6440	66	66	-0,44	0,1	0,1	NA	4,095	0,0202484567313166	0,0202484567313166	NA	3,696	0,272247043342329	0,272247043342329	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06820398069899171	0,00879737898601196	0,007778450391220596
KIC4252818	0,94	0,15	0,13	1,5	0,11	0,1	5630	58	58	0,02	0,15	0,15	NA	4,058	0,02	0,021	NA	2,055	0,175391596385497	0,175391596385497	NA	PMS	G	NA	NA	NA	NA	NA	C14sdss	A	NA	0,06649139844728072	0,01807098853415947	0,016167982257597573
KIC4346201	1,142	0,0574543296888929	0,0549181208709839	1,902	0,0331209903233584	0,0322490309931942	6147	51	51	-0,337	0,099	0,099	NA	3,937	0,0106301458127346	0,0106301458127346	NA	5,527	0,551784265879922	0,551784265879922	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03962287248577042	0,0028737586916399217	0,0027735842220534754
KIC4347652	1,546	0,270186972298814	0,28570264261991	4,469	0,33577373333839	0,342052627529741	5043	75	75	0,025	0,102	0,102	NA	3,324	0,0310161248385416	0,0328937684067971	NA	11,41	1,11407977100886	1,11407977100886	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,004135136178198424	0,0011794122913536757	0,0012188161968604736
KIC4349452	1,159	0,04	0,051	1,297	0,015	0,015	6270	79	79	-0,045	0,0721110255092798	0,0721110255092798	NA	4,275	0,007	0,008	NA	2,406	0,126	0,128	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	NA	0,126816247548577	0,006206081539035263	0,007106325883578599
KIC4351319	1,383	0,0782943165242535	0,0746860093993514	3,455	0,0729451848993475	0,072069410986909	5001	61	61	0,229	0,1	0,1	NA	3,501	0,0072801098892805	0,0072801098892805	NA	7,018	0,680309699698846	0,680309699698846	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,008005517582056296	0,000680078761864322	0,0006617210046205563
KIC4378838	1,627	0,173441632833642	0,16860011862392	3,691	0,177867928531256	0,174484956371602	5053	71	71	0,238	0,099	0,099	NA	3,514	0,0114017542509914	0,012369316876853	NA	8,294	0,813824542073771	0,813824542073771	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,007724436512628655	0,0013874811412858566	0,001356757802570075
KIC4446300	1,07	0,054230987451825	0,0560802995712398	1,999	0,0460434577328854	0,0452216762183801	5410	60	60	-0,101	0,101	0,101	NA	3,864	0,0089442719099991	0,0089442719099991	NA	3,139	0,294077840422066	0,294077840422066	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03197840408413193	0,002740375130566447	0,002742102840013793
KIC4450844	1,056	0,0464004310324807	0,0472016948848238	1,548	0,0254950975679639	0,0254950975679639	5968	59	59	-0,136	0,0721110255092798	0,0721110255092798	NA	4,082	0,0072111025509279	0,0072111025509279	NA	2,81	0,241286059060407	0,241286059060407	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06796141926826417	0,004493666266934456	0,004528098627812314
KIC4457351	0,884	0,056302753041037	0,056302753041037	1,616	0,054561891462815	0,052773099207835	5483	58	58	-0,367	0,102	0,102	NA	3,966	0,014142135623731	0,014142135623731	NA	3,054	0,281947583943057	0,281947583943057	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,050008011572364626	0,005983500723348261	0,005843586326465421
KIC4465324	1,079	0,0793788384898645	0,0590338885725818	1,388	0,0373363094051889	0,0326955654485436	5850	59	59	0,037	0,1	0,1	NA	4,187	0,0120830459735946	0,0120830459735946	NA	2,207	0,192897800358889	0,192897800358889	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,0963306380856354	0,010519150866982574	0,008609223348964202
KIC4465529	1,322	0,054561891462815	0,0579827560572969	1,657	0,0306104557300279	0,0306104557300279	6345	49	49	0,025	0,1	0,1	NA	4,12	0,010295630140987	0,010295630140987	NA	4,239	0,367701157208098	0,367701157208098	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06937057919890602	0,004793503085935574	0,004902833446447158
KIC4476423	1,62	0,26	0,26	10,47	0,7	0,7	4553	97	97	0,159	0,0721110255092798	0,0721110255092798	NA	NA	NA	NA	NA	60,76	10,7927669704515	10,7927669704515	NA	PMS	K	NA	NA	NA	NA	NA	huber13	A	NA	0,0003369662153904755	8,656020208443593e-05	8,656020208443593e-05
KIC4543171	1,315	0,0684105255059483	0,069656299069072	1,663	0,0438292140016222	0,0438292140016222	6129	59	59	0,137	0,1	0,1	NA	4,114	0,0139283882771841	0,0148660687473185	NA	3,486	0,296648102055351	0,296648102055351	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06825907455082854	0,00646047210552749	0,006496240784242178
KIC4554830	0,98	0,05	0,06	1,35	0,03	0,04	5466	60	60	0,36	0,1	0,15	NA	4,167	0,01	0,01	NA	1,919	0,17412292709152	0,17412292709152	NA	PMS	G	NA	NA	NA	NA	NA	C14sdss	A	NA	0,09509028759643799	0,007982786597319465	0,010263441782984833
KIC4571351	1,235	0,0743303437365925	0,0998098191562333	1,585	0,0689492567037528	0,0698927750200262	6000	59	59	0,143	0,101	0,101	NA	4,125	0,0263058928759318	0,0282842712474619	NA	2,923	0,255209864123749	0,255209864123749	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,07404411533663129	0,010641129725431924	0,011478490204341198
KIC4571904	1,293	0,068622153857191	0,068622153857191	2,252	0,0836301381082203	0,0800624756049924	6069	78	78	-0,097	0,1	0,1	NA	3,843	0,0191049731745428	0,0191049731745428	NA	NA	NA	NA	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,027027430362480682	0,0033352708343759624	0,003219778777711365
KIC4577484	1,193	0,0509607692249636	0,0625859409132754	2,175	0,0468187996428785	0,0496487663492256	5424	74	74	0,022	0,1	0,1	NA	3,838	0,0116619037896906	0,0116619037896906	NA	5,273	0,497045576575478	0,497045576575478	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,02768050763994788	0,00214322428380953	0,002387884444471914
KIC4586099	1,253	0,118595952713404	0,0778331548891602	1,813	0,0516236379965612	0,0403608721412211	6383	58	58	-0,151	0,1	0,1	NA	4,021	0,0138924439894498	0,0122065556157337	NA	5,663	0,482656291450163	0,482656291450163	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,050195992923804306	0,006399850019781351	0,004578280952698521
KIC4638884	1,522	0,0508035431835221	0,0468614980554399	1,928	0,0269072480941474	0,0256124969497314	6662	57	57	0,008	0,099	0,099	NA	4,05	0,0067082039324993	0,0067082039324993	NA	6,055	0,488982163912133	0,488982163912133	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,05069964920579691	0,0027147417884273817	0,0025533138235252838
KIC4641621	1,447	0,0725603197346869	0,0804984471899924	3,062	0,106569226327303	0,0999599919967984	5684	61	61	-0,264	0,101	0,101	NA	3,622	0,0164924225024706	0,0164924225024706	NA	11,8	1,10037374171454	1,10037374171454	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,012032735290963811	0,0013937364402774846	0,0013552885217476911
KIC4646780	1,43	0,15	0,1	1,92	0,08	0,07	6856	138	138	-0,12	0,15	0,15	NA	4,029	0,019	0,019	NA	6,537	0,540582863111397	0,540582863111397	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,04823294080552215	0,007870691277255195	0,006261576765156065
KIC4672403	1,177	0,0501597448159378	0,053851648071345	1,818	0,0317647603485372	0,0335410196624968	5779	88	88	0,113	0,1	0,1	NA	3,989	0,0094339811320566	0,010295630140987	NA	4,263	0,388355108144367	0,388355108144367	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,046763414777859495	0,0031591194561172297	0,0033581181298311235
KIC4739932	1,166	0,058591808301161	0,0630713881248859	1,805	0,0470106370941726	0,047927027865287	5876	111	111	0,008	0,1	0,1	NA	3,991	0,0161554944214035	0,0161554944214035	NA	4,034	0,323248423765954	0,323248423765954	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,04733455759372005	0,004397279667704575	0,00455770845774109
KIC4755204	1,19	0,102459748194108	0,0658634952003005	1,645	0,0438634243989226	0,0393573373083089	6073	70	70	-0,072	0,1	0,1	NA	4,084	0,0120830459735946	0,0120830459735946	NA	2,924	0,263173003459093	0,263173003459093	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06382056508407391	0,007500578869555345	0,005784544805488001
KIC4756112	1,378	0,073	0,071505244562899	2,619	0,0904765162901402	0,0857962703152066	6182	60	60	-0,209	0,1	0,1	NA	3,739	0,0194164878389476	0,0203960780543711	NA	11,38	1,04068423933855	1,04068423933855	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,018312773039916415	0,0021314800537097643	0,002035199577978908
KIC4841753	1,314	0,0560357029044876	0,0536003731330296	2,149	0,0794040301244213	0,0746324326281812	5966	67	67	0,127	0,1	0,1	NA	3,891	0,0223606797749979	0,0233452350598575	NA	6,304	0,560000152692	0,560000152692	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03160803586413759	0,0037540260694915234	0,003536548524226721
KIC4842436	1,089	0,0604400529450463	0,06200806399171	1,57	0,0569209978830308	0,0540832691319598	5688	63	63	0,139	0,1	0,1	NA	4,082	0,0237697286480094	0,0237697286480094	NA	2,791	0,254711365146508	0,254711365146508	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06718004852863142	0,008203231605532523	0,007926719738934397
KIC4846457	1,429	0,0602079728939615	0,0619112267686564	2,474	0,10770329614269	0,0980815986819138	5885	81	81	0,229	0,1	0,1	NA	3,805	0,0241867732448957	0,0251793566240283	NA	8,969	0,820218327402594	0,820218327402594	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,0225291358395285	0,003091677521545954	0,002851741890334336
KIC4914423	1,099	0,019	0,03	1,45	0,009	0,009	5845	88	88	0,131	0,0721110255092798	0,0721110255092798	NA	4,155	0,004	0,004	NA	2,256	0,115	0,119	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	NA	0,08606074006707595	0,002186722593490288	0,002843765067485433
KIC4914923	1,0586	0,0589	0,0494	1,3566	0,024	0,024	5805	77	77	0,08	0,1	0,1	NA	4,1965	0,0099	0,0077	NA	1,885	0,153	0,142	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	NA	0,10122501322149967	0,007783533055976065	0,007153747904404655
KIC4915148	1,074	0,071386273190299	0,067468511173732	2,503	0,0631506136153878	0,0611882341631134	5026	75	75	0,095	0,102	0,102	NA	3,671	0,0082462112512353	0,0082462112512353	NA	3,742	0,372300324244281	0,372300324244281	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,01635057850716802	0,0016470246098682078	0,0015788917014449822
KIC4918355	1,09	0,09	0,08	3,01	0,09	0,09	5003	70	70	-0,06	0,15	0,1	NA	3,519	0,008	0,008	NA	5,212	0,516652167465903	0,516652167465903	NA	PMS	K	NA	NA	NA	NA	NA	C14sdss	A	NA	0,009541977800999276	0,0011633340763692896	0,001105923903051906
KIC4931390	1,37	0,1	0,1	1,41	0,04	0,04	6557	51	51	-0,06	0,15	0,15	NA	4,274	0,012	0,012	NA	3,532	0,310919874595679	0,310919874595679	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,11667414308534539	0,01308157588416748	0,01308157588416748
KIC4947253	1,173	0,0550726792520575	0,0568242905807015	2,006	0,0483321838943783	0,0483321838943783	5953	59	59	-0,196	0,1	0,1	NA	3,901	0,013	0,013	NA	5,318	0,47408994136162	0,47408994136162	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03469098384841751	0,0029900597902925556	0,003018590746977675
KIC5021689	1,22	0,08	0,07	1,79	0,04	0,04	6168	84	84	-0,08	0,09	0,09	NA	4,016	0,011	0,01	NA	4,306	0,358627328127141	0,358627328127141	NA	MS	F	NA	NA	NA	NA	NA	C14bruntt	A	NA	0,050782272130412594	0,004762218718568589	0,004481047813835423
KIC5033245	1,418	0,104355162785557	0,0967987603226405	3,315	0,0964624279188535	0,0917605579756357	5086	63	63	0,119	0,1	0,1	NA	3,548	0,0085440037453175	0,0094868329805051	NA	7,723	0,767709114328581	0,767709114328581	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,009292595292178175	0,0010610095598381426	0,0009989370818322765
KIC5084157	1,102	0,0822982381342395	0,0735730929076656	1,378	0,0483011387029333	0,0456508488420533	5803	83	83	0,125	0,1	0,1	NA	4,201	0,0111803398874989	0,0111803398874989	NA	2,351	0,197037740566424	0,197037740566424	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,10054149357028001	0,012967424212094361	0,012037597148917462
KIC5088536	0,93	0,06	0,06	1,13	0,03	0,03	5884	75	75	-0,163	0,0721110255092798	0,0721110255092798	NA	NA	NA	NA	NA	1,414	0,120968147785274	0,120968147785274	NA	MS	G	NA	NA	NA	NA	NA	huber13	A	NA	0,153871790996304	0,015771535098245942	0,015771535098245942
KIC5094751	1,068	0,04	0,04	1,339	0,015	0,018	5952	75	75	-0,017	0,0721110255092798	0,0721110255092798	NA	4,213	0,008	0,007	NA	2,04	0,124	0,112	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	NA	0,10620400936824326	0,005344270595342722	0,005845213590258126
KIC5095159	1,426	0,101414989030222	0,123174672721303	2,776	0,0694046107978425	0,0837257427557379	5192	67	67	0,097	0,099	0,099	NA	3,704	0,0113137084989848	0,0136014705087354	NA	5,227	0,53300753063853	0,53300753063853	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,015913749989587125	0,0016448682699781716	0,001990685822919425
KIC5095850	1,43	0,25	0,11	2,27	0,17	0,09	6836	85	85	0,1	0,15	0,15	NA	3,885	0,018	0,021	NA	11,33	1,01207189132385	1,01207189132385	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,029185682698166324	0,008308455591692366	0,004134132440751449
KIC5108214	1,44	0,08	0,08	2,49	0,06	0,06	5844	75	75	0,343	0,0721110255092798	0,0721110255092798	NA	NA	NA	NA	NA	6,673	0,719809498805177	0,719809498805177	NA	PMS	G	NA	NA	NA	NA	NA	huber13	A	NA	0,022267724602608358	0,0020301695813179864	0,0020301695813179864
KIC5110725	1,31	0,07	0,11	3,73	0,09	0,13	4869	79	79	0,35	0,1	0,1	NA	3,411	0,008	0,009	NA	6,665	0,662623356758107	0,662623356758107	NA	PMS	K	NA	NA	NA	NA	NA	C14sdss	A	NA	0,006026375529234752	0,0005422081473426697	0,0008081450789975803
KIC5184732	1,1479	0,0399	0,0589	1,3206	0,015	0,021	5846	77	77	0,36	0,1	0,1	NA	4,2548	0,0077	0,0099	NA	1,806	0,128	0,128	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	NA	0,11898756245153916	0,0057918118055059606	0,008336478795357087
KIC5214711	1,255	0,0764852927038918	0,0707248188403477	1,868	0,0734098086089318	0,069778220097678	6194	54	54	-0,025	0,1	0,1	NA	3,993	0,0237697286480094	0,0237697286480094	NA	5,291	0,438711511084827	0,438711511084827	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,04596470750398762	0,006100272689422679	0,005765604428733986
KIC5253542	1,077	0,061400325732035	0,061400325732035	1,191	0,0264007575648882	0,0264007575648882	5770	96	96	0,203	0,1	0,1	NA	4,318	0,013	0,013	NA	1,463	0,123674067491704	0,123674067491704	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,15219199484182608	0,013330954771143879	0,013330954771143879
KIC5265656	1,491	0,146030818665102	0,172817823154905	2,834	0,109018347079746	0,119540788018149	5099	90	90	0,309	0,099	0,099	NA	3,703	0,0184390889145858	0,02	NA	5,508	0,529093171781204	0,529093171781204	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,015638298422109696	0,0023670534090435816	0,0026835791522322916
KIC5309966	1,34	0,08	0,13	1,64	0,05	0,06	6356	61	61	0,1	0,15	0,15	NA	4,131	0,014	0,015	NA	4,22	0,352765649687295	0,352765649687295	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,07252448356059604	0,007921395020037336	0,010623858259836225
