Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
9304	EPIC211109253	1.272	0.073	0.073	8.335	0.154	0.154	4862.0	9.0	9.0	35.0	1.3	1.3	-0.187	0.0072	0.0072	2.711	0.024	0.024	0.00220	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9305	EPIC206404369	0.958	0.166	0.166	10.118	0.577	0.577	4887.0	11.0	11.0	52.6	6.0	6.0	-0.5679	0.0091	0.0091	2.461	0.031	0.031	0.00092	0.00023	0.00023	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9306	EPIC246153178	1.204	0.087	0.087	6.532	0.149	0.149	4922.0	10.0	10.0	22.6	1.0	1.0	-0.3971	0.0076	0.0076	2.866	0.026	0.026	0.00432	0.00043	0.00043	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9307	EPIC210500305	1.438	0.183	0.183	8.497	0.346	0.346	4594.0	7.0	7.0	22.13	0.65	0.63	0.1077	0.0071	0.0071	2.692	0.02	0.02	0.00234	0.00041	0.00041	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9308	EPIC212562786	1.101	0.088	0.088	5.832	0.149	0.149	4950.0	15.0	15.0	18.40	0.97	0.97	-0.5055	0.0108	0.0108	2.932	0.035	0.035	0.00555	0.00061	0.00061	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9309	EPIC246211745	0.927	0.075	0.075	8.295	0.213	0.213	4643.0	8.0	8.0	28.8	1.5	1.5	-0.3641	0.008	0.008	2.574	0.025	0.025	0.00162	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9310	EPIC220644661	1.147	0.143	0.143	9.952	0.396	0.396	4820.0	14.0	14.0	48.2	3.9	3.9	-0.7185	0.0116	0.0116	2.482	0.037	0.037	0.00116	0.00020	0.00020	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9311	EPIC212135004	1.07	0.332	0.332	13.287	1.329	1.329	4298.0	5.0	5.0	54	11	11	0.1603	0.0074	0.0074	2.12	0.019	0.019	0.00046	0.00020	0.00020	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9312	EPIC228712949	0.97	0.084	0.084	8.888	0.243	0.243	4616.0	8.0	8.0	32.3	1.8	1.8	-0.3588	0.0081	0.0081	2.481	0.025	0.025	0.00138	0.00016	0.00016	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9313	EPIC201853852	0.917	0.072	0.072	7.706	0.197	0.197	4786.0	10.0	10.0	28.1	1.5	1.5	-0.6911	0.0089	0.0089	2.582	0.03	0.03	0.00200	0.00022	0.00022	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9314	EPIC212599558	1.152	0.123	0.123	6.868	0.232	0.232	4645.0	18.0	18.0	19.8	1.4	1.4	0.1132	0.0148	0.0148	2.776	0.037	0.037	0.00356	0.00052	0.00052	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9315	EPIC203508971	0.803	0.138	0.138	10.295	0.572	0.572	4686.0	11.0	11.0	46.0	5.1	5.1	-0.1355	0.0102	0.0102	2.658	0.028	0.028	0.00074	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9316	EPIC203500486	0.903	0.098	0.098	7.7	0.267	0.267	4625.0	12.0	12.0	24.4	1.7	1.7	-0.1919	0.0116	0.0116	2.624	0.031	0.031	0.00198	0.00030	0.00030	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9317	EPIC220648976	1.176	0.063	0.063	4.865	0.083	0.083	4947.0	11.0	11.0	12.77	0.45	0.45	-0.2509	0.0079	0.0079	3.127	0.026	0.026	0.01021	0.00076	0.00076	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9318	EPIC248637151	1.02	0.087	0.087	8.832	0.239	0.239	4656.0	8.0	8.0	33.0	1.8	1.8	-0.387	0.008	0.008	2.587	0.025	0.025	0.00148	0.00017	0.00017	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9319	EPIC206270185	0.85	0.035	0.035	7.867	0.102	0.102	4966.0	13.0	13.0	33.91	0.95	0.95	-1.2362	0.0096	0.0096	2.496	0.038	0.038	0.001746	0.000099	0.000099	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9320	EPIC212572653	0.919	0.082	0.082	6.214	0.176	0.176	5088.0	30.0	30.0	23.3	1.4	1.4	-1.5482	0.0177	0.0177	2.822	0.066	0.066	0.00383	0.00047	0.00047	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9321	EPIC212462805	0.689	0.138	0.138	10.23	0.653	0.653	5069.0	18.0	18.0	62.2	8.0	8.0	-0.7796	0.0119	0.0119	2.284	0.041	0.041	0.00064	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9322	EPIC212190568	1.672	0.981	0.981	24.477	4.544	4.544	4256.0	6.0	6.0	99.42	6.98	6.37	-0.1826	0.0083	0.0083	1.736	0.023	0.023	0.000114	0.000092	0.000092	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9323	EPIC212519591	1.128	0.198	0.198	12.892	0.726	0.726	4576.0	7.0	7.0	65.7	7.4	7.4	-0.2915	0.008	0.008	2.272	0.024	0.024	0.00053	0.00013	0.00013	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9324	EPIC212224108	1.068	0.631	0.631	20.959	3.921	3.921	4484.0	7.0	7.0	176.9	14.6	12.4	-0.2689	0.0081	0.0081	1.914	0.024	0.024	0.000116	0.000095	0.000095	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9325	EPIC246214981	0.78	0.196	0.196	12.836	1.057	1.057	4579.0	8.0	8.0	84.64	5.74	5.29	-0.5042	0.0085	0.0085	2.203	0.027	0.027	0.00037	0.00013	0.00013	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9326	EPIC206211780	1.081	0.057	0.057	6.461	0.108	0.108	4869.0	10.0	10.0	19.51	0.62	0.61	-0.4546	0.0078	0.0078	2.829	0.027	0.027	0.00401	0.00029	0.00029	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9327	EPIC210541952	0.935	0.112	0.112	6.926	0.263	0.263	4723.0	8.0	8.0	24.44	0.74	0.68	-0.3847	0.0079	0.0079	2.72	0.026	0.026	0.00281	0.00047	0.00047	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9328	EPIC220587790	0.846	0.085	0.085	15.527	0.513	0.513	4377.0	8.0	8.0	79.7	5.3	5.3	-0.3291	0.0107	0.0107	1.962	0.029	0.029	0.000226	0.000032	0.000032	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9329	EPIC246458593	0.741	0.245	0.245	10.731	1.126	1.126	4475.0	7.0	7.0	41.6	8.7	8.7	-0.2857	0.0082	0.0082	2.24	0.024	0.024	0.00060	0.00027	0.00027	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9330	EPIC220182516	1.055	0.154	0.154	8.107	0.376	0.376	4730.0	9.0	9.0	29.6	2.8	2.8	-0.5618	0.0083	0.0083	2.618	0.028	0.028	0.00198	0.00040	0.00040	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9331	EPIC212611838	1.062	0.077	0.077	6.565	0.152	0.152	4646.0	9.0	9.0	18.09	0.85	0.85	0.0043	0.0085	0.0085	2.786	0.024	0.024	0.00375	0.00038	0.00038	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9332	EPIC203689907	1.263	0.121	0.121	9.137	0.277	0.277	4569.0	10.0	10.0	26.54	2.27	1.91	0.1823	0.0108	0.0108	2.559	0.027	0.027	0.00166	0.00022	0.00022	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9333	EPIC210451000	1.433	0.096	0.096	8.036	0.178	0.178	4920.0	10.0	10.0	34.1	1.5	1.5	-0.4385	0.0077	0.0077	2.674	0.026	0.026	0.00276	0.00026	0.00026	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9334	EPIC212698870	1.192	0.064	0.064	5.045	0.088	0.088	4798.0	12.0	12.0	12.15	0.44	0.44	0.1127	0.0097	0.0097	3.123	0.027	0.027	0.00928	0.00070	0.00070	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9335	EPIC220308480	1.118	0.12	0.12	7.442	0.253	0.253	4903.0	10.0	10.0	31.17	1.43	1.05	-0.4395	0.0077	0.0077	2.706	0.026	0.026	0.00271	0.00040	0.00040	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9336	EPIC212501900	1.105	0.052	0.052	5.331	0.08	0.08	4862.0	11.0	11.0	14.31	0.45	0.45	-0.2026	0.009	0.009	2.972	0.028	0.028	0.00729	0.00047	0.00047	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9337	EPIC220501784	0.945	0.135	0.135	8.344	0.381	0.381	4737.0	9.0	9.0	31.6	2.9	2.9	-0.5556	0.0083	0.0083	2.535	0.027	0.027	0.00163	0.00032	0.00032	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9338	EPIC246193389	0.935	0.061	0.061	5.225	0.109	0.109	4838.0	9.0	9.0	13.48	0.57	0.57	-0.442	0.0078	0.0078	2.985	0.026	0.026	0.00655	0.00059	0.00059	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9339	EPIC206230314	0.797	0.118	0.118	15.548	0.759	0.759	4461.0	7.0	7.0	112.8	7.6	6.6	-0.554	0.0089	0.0089	1.901	0.027	0.027	0.000212	0.000044	0.000044	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9340	EPIC248667443	0.954	0.064	0.064	6.951	0.149	0.149	4823.0	13.0	13.0	23.6	1.0	1.0	-0.5617	0.0111	0.0111	2.835	0.035	0.035	0.00284	0.00026	0.00026	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9341	EPIC211930591	0.872	0.121	0.121	11.896	0.539	0.539	4464.0	7.0	7.0	54.96	2.5	2.26	-0.2837	0.0082	0.0082	2.228	0.024	0.024	0.00052	0.00010	0.00010	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9342	EPIC206088822	1.256	0.06	0.06	4.906	0.076	0.076	4846.0	8.0	8.0	11.96	0.38	0.38	0.0942	0.0067	0.0067	3.066	0.021	0.021	0.01064	0.00071	0.00071	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9343	EPIC203656002	0.689	0.011	0.011	8.91	0.046	0.046	4403.0	12.0	12.0	26.88	0.40	0.40	-0.405	0.0148	0.0148	1.964	0.037	0.037	0.000974	0.000022	0.000022	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9344	EPIC212092200	1.523	0.064	0.064	8.519	0.116	0.116	4809.0	9.0	9.0	34.97	0.99	0.99	-0.1071	0.0077	0.0077	2.774	0.024	0.024	0.00246	0.00014	0.00014	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9345	EPIC246456604	1.07	0.033	0.033	6.373	0.065	0.065	4738.0	8.0	8.0	18.44	0.40	0.40	-0.2702	0.0076	0.0076	2.826	0.024	0.024	0.00413	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9346	EPIC248817536	1.191	0.092	0.092	9.304	0.228	0.228	4645.0	7.0	7.0	38.91	2.08	1.71	-0.0934	0.0074	0.0074	2.535	0.022	0.022	0.00148	0.00016	0.00016	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9347	EPIC206112764	1.084	0.107	0.107	10.186	0.334	0.334	5279.0	16.0	16.0	52.33	2.69	2.66	-1.1797	0.0087	0.0087	2.233	0.038	0.038	0.00103	0.00014	0.00014	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9348	EPIC212404841	0.742	0.062	0.062	7.702	0.208	0.208	4684.0	11.0	11.0	25.7	1.4	1.4	-0.6346	0.0106	0.0106	2.548	0.033	0.033	0.00162	0.00019	0.00019	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9349	EPIC212585559	1.285	0.281	0.281	12.594	0.885	0.885	5188.0	21.0	21.0	104	15	15	-1.1679	0.0122	0.0122	2.194	0.047	0.047	0.00064	0.00020	0.00020	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9350	EPIC203613038	0.906	0.095	0.095	11.383	0.379	0.379	4323.0	7.0	7.0	46.0	4.51	3.14	0.2332	0.0087	0.0087	2.226	0.021	0.021	0.000614	0.000089	0.000089	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9351	EPIC246011177	0.941	0.034	0.034	4.938	0.056	0.056	4907.0	10.0	10.0	12.74	0.31	0.31	-0.6471	0.0082	0.0082	2.983	0.029	0.029	0.00782	0.00039	0.00039	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9352	EPIC212687403	1.091	0.055	0.055	7.148	0.116	0.116	4732.0	9.0	9.0	23.08	0.77	0.77	-0.0116	0.0079	0.0079	2.745	0.023	0.023	0.00299	0.00021	0.00021	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9353	EPIC246310374	0.892	0.097	0.097	7.699	0.271	0.271	4596.0	7.0	7.0	23.8	1.7	1.7	-0.1501	0.0076	0.0076	2.552	0.023	0.023	0.00195	0.00030	0.00030	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9354	EPIC206534092	1.123	0.17	0.17	7.829	0.376	0.376	4812.0	9.0	9.0	29.6	2.9	2.9	-0.3534	0.0077	0.0077	2.701	0.025	0.025	0.00234	0.00049	0.00049	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9355	EPIC246444091	1.362	0.027	0.027	6.564	0.043	0.043	4855.0	9.0	9.0	21.57	0.32	0.32	-0.1566	0.0072	0.0072	2.931	0.023	0.023	0.00482	0.00013	0.00013	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9356	EPIC212727998	0.931	0.046	0.046	5.383	0.085	0.085	4851.0	16.0	16.0	14.46	0.49	0.49	-0.643	0.0128	0.0128	2.932	0.04	0.04	0.00597	0.00041	0.00041	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9357	EPIC203657159	2.058	0.921	0.921	19.919	2.834	2.834	4797.0	14.0	14.0	189	54	54	-0.4765	0.0121	0.0121	2.195	0.036	0.036	0.00026	0.00016	0.00016	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9358	EPIC212603324	0.956	0.198	0.198	10.585	0.697	0.697	4988.0	14.0	14.0	67.18	4.38	5.13	-1.0995	0.0105	0.0105	2.371	0.04	0.04	0.00081	0.00023	0.00023	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9359	EPIC206104478	0.854	0.16	0.16	10.112	0.606	0.606	4626.0	7.0	7.0	42.2	5.1	5.1	-0.0887	0.0074	0.0074	2.412	0.022	0.022	0.00083	0.00021	0.00021	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9360	EPIC211493566	1.574	0.604	0.604	18.762	2.28	2.28	4744.0	20.0	20.0	161	39	39	-0.4157	0.0161	0.0161	2.155	0.049	0.049	0.00024	0.00013	0.00013	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9361	EPIC212478724	1.032	0.049	0.049	6.116	0.095	0.095	4833.0	9.0	9.0	18.39	0.59	0.59	-0.3504	0.0077	0.0077	2.879	0.025	0.025	0.00451	0.00030	0.00030	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9362	EPIC212715946	0.993	0.054	0.054	9.373	0.167	0.167	4656.0	9.0	9.0	37.2	1.4	1.4	-0.5179	0.0091	0.0091	2.482	0.029	0.029	0.001206	0.000092	0.000092	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9363	EPIC246041623	1.305	0.1	0.1	8.679	0.22	0.22	4538.0	6.0	6.0	28.8	1.5	1.5	0.1396	0.0071	0.0071	2.591	0.02	0.02	0.00200	0.00022	0.00022	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9364	EPIC248858904	1.038	0.069	0.069	6.953	0.147	0.147	4889.0	18.0	18.0	24.9	1.1	1.1	-0.8472	0.014	0.014	2.587	0.045	0.045	0.00309	0.00028	0.00028	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9365	EPIC205941372	0.96	0.1	0.1	9.021	0.305	0.305	4559.0	7.0	7.0	31.7	2.2	2.2	-0.2037	0.0078	0.0078	2.45	0.023	0.023	0.00131	0.00019	0.00019	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9366	EPIC212608891	0.822	0.066	0.066	8.489	0.225	0.225	4680.0	9.0	9.0	31.1	1.7	1.7	-0.6122	0.0086	0.0086	2.509	0.028	0.028	0.00134	0.00015	0.00015	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9367	EPIC220463931	1.011	0.072	0.072	8.64	0.198	0.198	4644.0	8.0	8.0	31.3	1.4	1.4	-0.3448	0.0086	0.0086	2.445	0.026	0.026	0.00157	0.00016	0.00016	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9368	EPIC211500102	1.028	0.044	0.044	8.292	0.116	0.116	4587.0	90.0	90.0	31.12	1.2	1.18	-0.0676	0.0427	0.0427	2.13	0.272	0.272	0.00180	0.00011	0.00011	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9369	EPIC212501110	1.005	0.082	0.082	7.931	0.207	0.207	4821.0	14.0	14.0	30.6	1.6	1.6	-0.5638	0.0114	0.0114	2.71	0.036	0.036	0.00201	0.00023	0.00023	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9370	EPIC248445565	0.983	0.049	0.049	4.844	0.076	0.076	4984.0	11.0	11.0	13.04	0.43	0.43	-0.6283	0.008	0.008	3.097	0.029	0.029	0.00865	0.00059	0.00059	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9371	EPIC220491214	0.863	0.052	0.052	16.565	0.316	0.316	4958.0	20.0	20.0	149.4	6.2	6.2	-2.2926	0.0159	0.0159	2.161	0.071	0.071	0.000190	0.000016	0.000016	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9372	EPIC212740875	1.042	0.083	0.083	8.382	0.222	0.222	4801.0	13.0	13.0	33.6	1.8	1.8	-0.4309	0.0109	0.0109	2.681	0.033	0.033	0.00177	0.00020	0.00020	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9373	EPIC248443632	1.228	0.085	0.085	6.034	0.132	0.132	4921.0	12.0	12.0	19.24	0.86	0.86	-0.2882	0.0093	0.0093	2.948	0.029	0.029	0.00559	0.00053	0.00053	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9374	EPIC251358208	1.077	0.048	0.048	4.704	0.066	0.066	4922.0	10.0	10.0	11.3	0.38	0.38	-0.2489	0.0073	0.0073	3.105	0.024	0.024	0.01035	0.00063	0.00063	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9375	EPIC203744574	1.08	0.033	0.033	9.648	0.099	0.099	4508.0	10.0	10.0	34.63	0.77	0.77	-0.0868	0.0107	0.0107	2.458	0.028	0.028	0.001203	0.000052	0.000052	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9376	EPIC211982071	1.1	0.094	0.094	4.35	0.118	0.118	5067.0	11.0	11.0	11.77	0.25	0.24	-0.4395	0.0074	0.0074	3.183	0.027	0.027	0.0134	0.0016	0.0016	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9377	EPIC210462185	0.919	0.335	0.335	12.55	1.455	1.455	4458.0	7.0	7.0	76.53	2.59	2.5	-0.2354	0.0081	0.0081	2.179	0.023	0.023	0.00046	0.00023	0.00023	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9378	EPIC248604958	0.996	0.053	0.053	6.075	0.102	0.102	4789.0	9.0	9.0	16.79	2.04	1.78	-0.415	0.0079	0.0079	2.865	0.026	0.026	0.00444	0.00033	0.00033	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9379	EPIC211386052	1.17	0.115	0.115	8.695	0.27	0.27	4626.0	7.0	7.0	31.2	1.9	1.9	0.0113	0.0073	0.0073	2.593	0.021	0.021	0.00178	0.00024	0.00024	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9380	EPIC248672598	0.983	0.113	0.113	10.918	0.414	0.414	4389.0	6.0	6.0	39.9	3.0	3.0	0.1264	0.0074	0.0074	2.339	0.02	0.02	0.00076	0.00012	0.00012	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9381	EPIC245926633	0.877	0.042	0.042	6.85	0.106	0.106	5066.0	15.0	15.0	27.84	0.92	0.92	-1.1882	0.0101	0.0101	2.645	0.04	0.04	0.00273	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9382	EPIC210321327	0.975	0.108	0.108	8.263	0.292	0.292	4647.0	7.0	7.0	28.7	2.0	2.0	0.0185	0.0072	0.0072	2.636	0.021	0.021	0.00173	0.00026	0.00026	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9383	EPIC212461400	1.036	0.088	0.088	5.314	0.142	0.142	4791.0	13.0	13.0	13.40	0.73	0.73	-0.1037	0.011	0.011	2.957	0.031	0.031	0.00690	0.00081	0.00081	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9384	EPIC229030405	0.919	0.056	0.056	5.686	0.11	0.11	4766.0	9.0	9.0	15.03	0.59	0.59	-0.3437	0.0077	0.0077	2.867	0.025	0.025	0.00500	0.00042	0.00042	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9385	EPIC220229326	1.078	0.148	0.148	10.551	0.457	0.457	4571.0	7.0	7.0	43.8	3.8	3.8	-0.3143	0.0081	0.0081	2.423	0.024	0.024	0.00092	0.00017	0.00017	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9386	EPIC212446331	0.983	0.066	0.066	7.455	0.161	0.161	4791.0	9.0	9.0	26.4	1.2	1.2	-0.6291	0.0084	0.0084	2.626	0.029	0.029	0.00237	0.00022	0.00022	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9387	EPIC203702274	0.649	0.109	0.109	7.899	0.422	0.422	4755.0	13.0	13.0	28.7	3.1	3.1	-0.7274	0.0119	0.0119	2.392	0.037	0.037	0.00132	0.00031	0.00031	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9388	EPIC212640515	0.724	0.062	0.062	15.788	0.437	0.437	4240.0	6.0	6.0	72.6	4.0	4.0	-0.0147	0.0079	0.0079	1.916	0.021	0.021	0.000184	0.000022	0.000022	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9389	EPIC212532094	1.371	0.059	0.059	9.024	0.126	0.126	4779.0	15.0	15.0	57.8	6.1	6.46	-0.3883	0.013	0.013	2.677	0.037	0.037	0.00187	0.00011	0.00011	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9390	EPIC203608670	1.235	0.14	0.14	9.293	0.35	0.35	4620.0	11.0	11.0	35.4	2.7	2.7	-0.1988	0.011	0.011	2.494	0.03	0.03	0.00154	0.00025	0.00025	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9391	EPIC246377577	0.929	0.054	0.054	6.084	0.112	0.112	4778.0	9.0	9.0	17.38	0.65	0.65	-0.5185	0.0082	0.0082	2.728	0.027	0.027	0.00413	0.00033	0.00033	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9392	EPIC248631577	0.818	0.222	0.222	14.259	1.279	1.279	4530.0	8.0	8.0	77	14	14	-0.5425	0.0087	0.0087	2.116	0.027	0.027	0.00028	0.00011	0.00011	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9393	EPIC203572190	1.487	0.076	0.076	8.415	0.141	0.141	4742.0	16.0	16.0	32.3	1.2	1.2	-0.0878	0.0139	0.0139	2.652	0.036	0.036	0.00250	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9394	EPIC212173678	1.267	0.054	0.054	7.564	0.106	0.106	4780.0	8.0	8.0	21.9	0.86	0.82	-0.1884	0.0074	0.0074	2.756	0.023	0.023	0.00293	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9395	EPIC220300441	0.92	0.064	0.064	7.964	0.176	0.176	5078.0	16.0	16.0	38.0	1.7	1.7	-1.791	0.0111	0.0111	2.604	0.05	0.05	0.00182	0.00018	0.00018	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9396	EPIC201722849	1.245	0.029	0.029	4.46	0.034	0.034	4885.0	44.0	44.0	10.21	0.40	0.40	0.0764	0.0146	0.0146	3.136	0.058	0.058	0.01403	0.00046	0.00046	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9397	EPIC246233179	1.115	0.265	0.265	10.764	0.819	0.819	5034.0	13.0	13.0	67	10	10	-1.2779	0.0095	0.0095	2.477	0.039	0.039	0.00089	0.00029	0.00029	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9398	EPIC212213292	1.177	0.077	0.077	7.818	0.165	0.165	4769.0	8.0	8.0	28.5	1.2	1.2	-0.1748	0.0074	0.0074	2.704	0.023	0.023	0.00246	0.00022	0.00022	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9399	EPIC206002508	0.968	0.036	0.036	7.924	0.094	0.094	4576.0	7.0	7.0	24.80	0.61	0.61	-0.0639	0.0075	0.0075	2.564	0.022	0.022	0.00195	0.00010	0.00010	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9400	EPIC220543117	0.668	0.076	0.076	9.337	0.347	0.347	5017.0	11.0	11.0	49.8	3.7	3.7	-0.6655	0.008	0.008	2.282	0.029	0.029	0.00082	0.00013	0.00013	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
9401	EPIC211084537	1.235	0.084	0.084	5.175	0.111	0.111	5006.0	10.0	10.0	13.72	0.48	0.44	-0.3621	0.0073	0.0073	3.151	0.026	0.026	0.00891	0.00083	0.00083	NA	RGB	NA	NA	Schonhut-Stasik24	NA	NA	NA	NA	A
