Teff,logg,Meta,eTeff,elogg,eMeta
4570.0,4.705,-0.238,50.0,0.1,0.08
4558.0,4.65,-0.23,86.0,0.01,0.125
4557.0,4.64,-0.06,46.765,0.009999999999999998,0.097
4554.0,4.64,-0.13,47.790000000000006,0.018,0.1085
4553.0,2.33,-0.09,15.0,0.06,0.03
4552.0,4.743,-0.284,154.0,0.105,0.067
4550.0,2.953,0.11,75.0,0.007,0.07
4540.0,4.639,0.04,100.0,0.012,0.08
4540.0,4.63,0.1,78.785,0.0185,0.175
4538.2,2.4,0.36,27.5,0.1,0.05
4529.0,4.63,0.1,89.995,0.0225,0.1655
4524.0,4.63,-0.02,99.39500000000001,0.025,0.1465
4523.0,4.64,-0.09,50.765,0.028,0.1775
4522.0,4.615,-0.22,136.0,0.037000000000000005,0.3
4521.0,4.63,-0.02,62.67,0.019,0.1065
4512.0,4.63,0.03,47.099999999999994,0.021,0.163
4511.0,4.62,0.0,110.0,0.12,0.09
4508.0,4.63,0.05,223.9,0.031,0.1575
4500.0,4.638,0.28,130.0,0.0335,0.22499999999999998
4500.0,4.62,0.02,38.78,0.022,0.11499999999999999
4484.0,4.653,-0.225,54.0,0.0155,0.053
4483.0,4.64,-0.05,56.935,0.025,0.159
4473.0,4.653,-0.244,138.0,0.15,0.235
4462.0,3.79,-0.24,145.0,0.53,0.06
4460.0,4.7,-0.33,50.0,0.1,0.08
4455.0,4.625,0.113,30.0,0.017,0.068
4450.0,4.6527,-0.3,150.0,0.00165,0.2
4445.0,4.64,0.06,50.620000000000005,0.020999999999999998,0.16599999999999998
4445.0,2.1,0.19,70.0,0.1,0.05
4444.0,4.63,0.14,70.0,0.12,0.12
4440.0,4.618,0.12,100.0,0.017,0.08
4439.0,4.64,-0.03,80.15,0.0235,0.1585
4435.0,4.55,0.175,80.0,0.06,0.019
4435.0,4.66,-0.17,42.42,0.0195,0.0935
4434.0,4.64,0.05,73.36,0.019999999999999997,0.182
4433.0,4.64,0.01,44.41,0.023,0.1765
4427.0,4.3,-0.36,48.0,0.1,0.05
4422.0,4.64,-0.02,44.32,0.0235,0.176
4415.0,1.8,-0.25,70.0,0.15,0.04
4407.0,4.63,0.03,79.12,0.0215,0.086
4406.0,1.94,-0.094,15.0,0.08,0.001
4406.0,4.643,-0.24,162.0,0.038,0.3
4400.0,4.65,-0.05,200.0,0.05,0.17
4400.0,4.63,-0.03,200.0,0.05,0.15
4392.0,4.67,-0.25,49.985,0.017,0.11
4391.0,4.598,0.04,124.5,0.0355,0.275
4388.0,1.96,0.14,25.0,0.08,0.1
4385.0,4.78,-0.66,30.0,0.01,0.04
4380.0,4.71,-0.92,136.5,0.0455,0.3
4374.0,4.76,-0.95,36.0,0.01,0.02
4372.0,4.64,0.2,61.42,0.013499999999999998,0.248
4360.0,4.55,0.11,108.0,0.07,0.1
4353.0,4.681,-0.18,124.5,0.038,0.3
4350.0,4.65,0.06,40.06,0.013499999999999998,0.1115
4348.0,4.726,-0.351,128.0,0.15,0.235
4348.0,1.9,-0.17,28.0,0.1,0.05
4346.0,4.65,-0.03,45.519999999999996,0.0165,0.1065
4343.0,4.621,-0.102,138.0,0.15,0.235
4339.0,4.67,-0.18,38.345,0.019999999999999997,0.1005
4339.0,4.66,0.02,92.0,0.01,0.14
4324.0,4.523,-0.06,70.0,0.043,0.09
4323.0,1.78,-0.323,15.0,0.04,0.034
4315.0,4.67,-0.16,40.394999999999996,0.0155,0.10450000000000001
4306.0,4.66,-0.1,46.43,0.0185,0.115
4299.0,4.62,0.28,44.790000000000006,0.0155,0.0955
4298.0,4.66,-0.06,43.615,0.013,0.1015
4297.0,2.31,-0.18,25.0,0.11,0.12
4286.0,4.66,-0.09,36.365,0.013999999999999999,0.10350000000000001
4263.0,4.625,0.17,100.0,0.1,0.08
4258.0,4.6,-0.3,150.0,0.3,0.2
4253.0,4.7,-0.35,53.955,0.019,0.1405
4248.0,4.67,-0.09,37.235,0.0135,0.093
4245.0,4.641,0.0,85.0,0.0235,0.15
4239.0,4.667,-0.22,84.0,0.0235,0.15
4234.0,4.63,-0.02,134.5,0.035,0.3
4231.0,4.67,-0.09,77.005,0.0345,0.274
4223.0,4.66,-0.06,40.38,0.0135,0.099
4213.0,4.719,-0.098,138.0,0.15,0.235
4201.0,4.67,-0.09,41.815,0.016,0.0935
4200.0,4.673,-0.008,138.0,0.15,0.235
4192.0,4.69,-0.27,41.89,0.0155,0.1405
4188.0,4.68,-0.22,102.995,0.020499999999999997,0.07300000000000001
4184.0,4.7,-0.3,50.93,0.0155,0.1405
4181.0,1.86,0.13,40.0,0.16,0.08
4169.0,4.68,-0.17,70.0,0.12,0.09
4155.0,1.7,-0.09,15.0,0.1,0.07
4143.0,4.663,-0.13,93.0,0.0155,0.16
4137.0,1.51,-1.0,10.0,0.05,0.07
4128.0,4.7,-0.24,46.52,0.017,0.131
4126.0,1.5,-0.27,25.0,0.1,0.07
4116.0,4.656,-0.205,138.0,0.15,0.235
4114.0,4.8,0.006,99.0,0.05,0.12
4106.0,4.68,-0.06,56.474999999999994,0.0285,0.1855
4105.0,4.67,0.01,39.77,0.0135,0.09
4103.0,4.68,-0.04,38.355000000000004,0.014499999999999999,0.098
4098.0,4.67,0.02,50.03,0.020999999999999998,0.1085
4097.0,4.65,0.21,42.5,0.01,0.095
4094.0,4.73,-0.45,88.66499999999999,0.041499999999999995,0.231
4092.1,1.4,-0.29,17.5,0.1,0.06
4092.0,4.67,0.01,89.04499999999999,0.0245,0.152
4090.0,4.609,0.16,50.0,0.012,0.16
4075.0,4.68,-0.02,59.315,0.025,0.15050000000000002
4070.0,4.68,-0.02,58.61,0.0245,0.16
4069.0,1.4,-0.2,30.0,0.1,0.1
4057.0,4.7,0.2,38.0,0.01,0.060000000000000005
4055.0,1.2,-0.27,70.0,0.1,0.05
4044.0,4.67,0.12,34.5,0.01,0.08499999999999999
4043.0,4.71,-0.17,35.305,0.014499999999999999,0.101
4035.0,4.69,0.03,52.0,0.01,0.11
4035.0,1.4,-0.09,65.0,0.2,0.16
4031.0,4.58,-0.01,22.0,0.115,0.08
4027.0,4.7,-0.12,38.8,0.014499999999999999,0.099
4009.0,4.69,0.32,45.5,0.01,0.065
4005.0,4.73,-0.32,42.72,0.0165,0.099
4002.0,4.7,-0.06,33.505,0.014,0.08499999999999999
3998.0,4.19,-0.08,95.0,0.37,0.11
3985.0,4.7,-0.26,55.0,0.05,0.08
3975.0,4.753,-0.34,79.0,0.0345,0.15
3967.0,4.674,0.06,79.0,0.0245,0.15
3964.0,4.73,-0.25,46.075,0.023,0.122
3959.0,4.72,-0.17,38.989999999999995,0.019,0.108
3957.0,4.693,-0.16,79.0,0.03,0.15
3943.0,4.66,0.332,14.0,0.013,0.063
3934.0,4.72,-0.13,37.025,0.017,0.098
3931.0,4.73,-0.19,44.465,0.0165,0.0865
3930.0,4.71,-0.33,375.0,0.21,0.19
3926.0,4.672,0.28,46.0,0.0205,0.11
3900.0,4.64,0.0,200.0,0.3,0.4
3879.0,4.7,0.032,90.0,0.04,0.12
3872.0,4.714,0.12,80.5,0.028499999999999998,0.15
3871.0,4.744,0.07,80.5,0.037,0.15
3870.0,4.67,0.4,90.0,0.05,0.1
3867.0,4.718,0.1,80.5,0.03,0.15
3864.0,4.77,-0.33,41.765,0.0245,0.0805
3845.0,4.73,-0.09,37.0,0.01,0.08
3843.0,4.72,0.03,48.205,0.016,0.092
3837.0,4.747,-0.06,370.0,0.0995,0.15
3827.0,4.74,-0.06,52.525000000000006,0.036,0.14
3821.0,4.755,-0.28,80.0,0.042,0.15
3820.0,4.7,0.28,90.0,0.2,0.14
3813.0,4.77,-0.24,39.31,0.0235,0.08399999999999999
3805.0,4.767,-0.1,68.5,0.030000000000000002,0.1
3804.0,4.81,-0.43,34.84,0.031,0.08399999999999999
3804.0,4.8,-0.1,83.5,0.01,0.215
3784.0,4.75,-0.06,38.745000000000005,0.026000000000000002,0.0975
3782.0,5.0,-0.18,152.0,0.07,0.25
3779.0,4.74,0.26,28.0,0.01,0.07
3778.0,4.75,-0.05,53.0,0.01,0.13
3770.0,4.72,-0.16,40.0,0.02,0.09
3768.0,4.73,0.11,40.224999999999994,0.014499999999999999,0.0765
3765.0,4.699,-0.71,65.0,0.01,0.625
3757.0,4.681,0.48,78.0,0.027,0.1
3753.0,4.76,-0.09,32.465,0.023,0.08549999999999999
3748.0,4.695,0.005,138.0,0.027,0.235
3740.0,4.774,-0.08,130.0,0.075,0.29000000000000004
3732.0,4.736,0.02,79.0,0.038,0.15
3729.0,4.733,0.06,71.0,0.03,0.15
3725.0,4.8,-0.21,60.0,0.1,0.08
3725.0,4.76,-0.03,63.0,0.01,0.175
3724.0,4.74,0.17,57.11,0.028499999999999998,0.1055
3724.0,4.683,0.2,18.0,0.01,0.091
3722.0,4.75,0.07,31.42,0.0135,0.07100000000000001
3719.0,4.895,-0.3621,26.0,0.009000000000000001,0.07794999999999999
3717.0,4.76,-0.04,67.5,0.01,0.185
3715.0,4.76,0.04,37.07,0.0175,0.0785
3712.0,4.77,-0.07,33.635000000000005,0.023,0.0795
3712.0,4.78,0.18,65.0,0.02,0.095
3707.0,4.653,0.501,58.0,0.011,0.085
3701.0,4.77,-0.02,39.725,0.023,0.087
3697.0,5.0,-0.059,109.0,0.06,0.18
3695.0,4.8,-0.19,32.0,0.01,0.07
3687.0,4.76,0.07,37.894999999999996,0.018000000000000002,0.0785
3685.0,4.75,-0.08,68.0,0.04,0.09
3683.0,4.84,-0.22,80.5,0.052500000000000005,0.15
3681.0,4.7266,0.07,70.0,0.0085,0.12
3669.0,4.86,-0.04,85.0,0.01,0.22
3660.0,4.75,0.1,90.0,0.05,0.1
3660.0,4.783,-0.013,62.5,0.012,0.18
3658.0,4.93,-0.59,30.025,0.019,0.079
3655.0,4.73,0.44,47.775000000000006,0.019,0.051
3650.0,4.75,-0.7,75.0,0.25,0.5
3648.0,4.999,-0.048,157.5,0.075,0.18
3638.0,4.844,-0.14,79.5,0.052000000000000005,0.15
3636.0,4.78,0.06,56.165,0.0345,0.11499999999999999
3631.0,4.79,-0.01,36.04,0.030000000000000002,0.086
3623.0,4.874,0.068,138.0,0.028,0.198
3600.0,4.695,0.2,100.0,0.046,0.1
3586.0,4.77,-0.03,88.0,0.05,0.12
3578.0,4.83,-0.03,53.315,0.0455,0.119
3578.0,4.847,-0.051,138.0,0.028,0.235
3572.0,4.66,0.126,138.0,0.046,0.235
3570.0,4.858,0.023,66.5,0.049999999999999996,0.08349999999999999
3566.0,4.85,0.1,35.5,0.01,0.06
3556.0,4.94,-0.39,27.005000000000003,0.019000000000000003,0.0595
3519.0,4.94,-0.31,19.490000000000002,0.0175,0.049
3515.0,4.77,0.1,69.0,0.04,0.1
3514.0,4.831,-0.29,70.0,0.029,0.12
3476.0,4.81,0.18,88.0,0.05,0.12
3468.0,4.92,-0.13,32.18,0.035,0.076
3460.0,4.92,0.07,76.0,0.0645,0.15
3459.0,4.89,-0.01,51.5,0.01,0.16999999999999998
3437.0,4.76,-0.12,86.0,0.04,0.17
3430.0,4.971,-0.27,130.0,0.05,0.37
3421.0,4.85,-0.14,70.0,0.044,0.09
3315.0,4.97,0.09,144.5,0.03,0.16
3299.0,5.01,0.04,38.644999999999996,0.0695,0.129
3297.0,4.9,-0.33,73.0,0.08,0.093
3260.0,4.86,0.27,50.0,0.04,0.12
3247.0,4.93,-0.32,70.0,0.006,0.09
3230.0,5.016,-0.53,75.0,0.005,0.13
3214.0,4.93,0.26,60.0,0.04,0.1
3208.0,4.93,0.48,24.240000000000002,0.0285,0.0185
3180.0,4.97,0.04,88.0,0.05,0.12
3075.0,5.0,-0.25,75.0,0.2,0.25
