hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
HD 16141,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5757.0,9.0,-9.0,0.0,1.48,0.02,-0.02,0.0,1.11,0.06,-0.06,0.0,0.13,,,0.0,[Fe/H],,,,,4.14,0.02,-0.02,0.0
Kepler-1681,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5756.4,67.99,-67.99,0.0,,,,,,,,,0.1064,0.0655,-0.0655,0.0,[M/H],,,,,,,,
Kepler-1678,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5754.0,123.0,-123.0,0.0,0.834976,,,0.0,1.03,,,0.0,,,,,,-0.16208,,,0.0,4.60756,,,0.0
KELT-8,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5754.0,54.0,-54.0,0.0,1.46,0.08,-0.08,0.0,0.81,0.21,-0.21,0.0,0.27,,,0.0,[Fe/H],,,,,4.08,0.05,-0.05,0.0
Kepler-325,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5752.0,200.0,-200.0,0.0,1.003,0.497,-0.497,0.0,,,,,,,,,,,,,,4.411,0.3,-0.3,0.0
Kepler-238,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5751.0,100.0,-100.0,0.0,1.43,0.264,-0.264,0.0,,,,,,,,,,,,,,4.194,0.15,-0.15,0.0
HD 195019,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5751.0,21.0,-21.0,0.0,1.48,0.03,-0.03,0.0,1.21,0.08,-0.08,0.0,0.05,,,0.0,[Fe/H],,,,,4.18,0.02,-0.02,0.0
XO-1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5750.0,75.0,-75.0,0.0,0.88,0.05,-0.05,0.0,0.88,0.19,-0.19,0.0,0.02,,,0.0,[Fe/H],,,,,4.51,0.02,-0.02,0.0
WASP-25,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5750.0,100.0,-100.0,0.0,0.8,0.08,-0.08,0.0,0.67,0.22,-0.22,0.0,-0.05,,,0.0,[Fe/H],,,,,4.5,0.15,-0.15,0.0
16 Cyg B,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5750.0,8.0,-8.0,0.0,1.13,0.01,-0.01,0.0,1.08,0.04,-0.04,0.0,0.06,,,0.0,[Fe/H],,,,,4.36,0.01,-0.01,0.0
HD 79498,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5748.0,,,0.0,1.05,0.04,-0.04,0.0,1.08,0.15,-0.15,0.0,0.18,,,0.0,[Fe/H],0.03,0.03,-0.03,0.0,,,,
HD 12661,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,,5748.0,70.0,-70.0,0.0,1.11,0.08,-0.08,0.0,1.02,0.02,-0.02,0.0,0.36,0.03,-0.03,0.0,[Fe/H],0.063,0.063,-0.063,0.0,,,,
Kepler-318,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5746.0,100.0,-100.0,0.0,1.189,0.21,-0.21,0.0,,,,,,,,,,,,,,4.325,0.15,-0.15,0.0
HD 188015,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5746.0,,,0.0,,,,,1.09,,,0.0,0.289,,,0.0,[Fe/H],,,,,4.445,,,0.0
Kepler-280,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5744.0,200.0,-200.0,0.0,0.886,0.426,-0.426,0.0,,,,,,,,,,,,,,4.537,0.3,-0.3,0.0
HD 154672,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5743.0,23.0,-23.0,0.0,1.32,0.02,-0.02,0.0,1.18,0.12,-0.12,0.0,0.25,,,0.0,[Fe/H],,,,,4.27,0.04,-0.04,0.0
Kepler-321,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5740.0,100.0,-100.0,0.0,1.194,0.23,-0.23,0.0,,,,,,,,,,,,,,4.302,0.15,-0.15,0.0
Kepler-302,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5740.0,107.0,-107.0,0.0,1.22,0.249,-0.249,0.0,,,,,,,,,,,,,,4.286,0.15,-0.15,0.0
Kepler-215,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5739.0,164.0,-164.0,0.0,1.027,0.236,-0.236,0.0,,,,,,,,,,,,,,4.364,0.15,-0.15,0.0
Kepler-133,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5736.0,100.0,-100.0,0.0,1.425,0.236,-0.236,0.0,,,,,,,,,,,,,,4.186,0.15,-0.15,0.0
HD 181720,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5736.0,37.0,-37.0,0.0,1.5,0.07,-0.07,0.0,1.03,0.2,-0.2,0.0,-0.62,,,0.0,[Fe/H],,,,,4.09,0.08,-0.08,0.0
HD 134987,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5736.0,17.0,-17.0,0.0,1.22,0.03,-0.03,0.0,1.1,0.07,-0.07,0.0,0.28,,,0.0,[Fe/H],,,,,4.31,0.02,-0.02,0.0
Kepler-1664,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5735.81,24.04,-24.04,0.0,,,,,,,,,0.3698,0.0224,-0.0224,0.0,[M/H],,,,,,,,
HD 96167,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5733.0,,,0.0,1.94,,,0.0,1.27,,,0.0,,,,,,,,,,3.99,,,0.0
Kepler-180,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5731.0,200.0,-200.0,0.0,1.063,0.471,-0.471,0.0,,,,,,,,,,,,,,4.343,0.3,-0.3,0.0
Kepler-313,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5727.0,100.0,-100.0,0.0,1.536,0.162,-0.162,0.0,,,,,,,,,,,,,,4.127,0.15,-0.15,0.0
HD 207832,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5 V,5726.0,,,0.0,0.89,0.05,-0.05,0.0,1.05,0.17,-0.17,0.0,0.14,,,0.0,[Fe/H],-0.11,0.05,-0.05,0.0,,,,
NGC 2682 YBP 1514,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,G5 V,5725.0,45.0,-45.0,0.0,,,,,0.96,0.01,-0.01,0.0,,,,,,,,,,4.57,0.06,-0.06,0.0
Kepler-281,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5723.0,200.0,-200.0,0.0,0.899,0.347,-0.347,0.0,,,,,,,,,,,,,,4.531,0.3,-0.3,0.0
Kepler-1928,<a refstr=BARBER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220608383B/abstract target=ref>Barber et al. 2022</a>,,5720.0,60.0,-60.0,0.0,0.92,0.04,-0.04,0.0,1.01,0.03,-0.03,0.0,0.12,0.02,-0.02,0.0,[Fe/H],-0.09151,0.01579,-0.01639,0.0,,,,
Gaia-2,<a refstr=PANAHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510197P/abstract target=ref>Panahi et al. 2022</a>,,5720.0,84.0,-84.0,0.0,1.064,0.031,-0.031,0.0,1.0,0.095,-0.095,0.0,,,,,,,,,,,,,
Kepler-1686,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5714.96,119.69,-119.69,0.0,1.19951,,,0.0,1.02,,,0.0,0.0775,0.0123,-0.0123,0.0,[M/H],0.14075,,,0.0,4.28866,,,0.0
Kepler-1696,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5712.0,122.0,-122.0,0.0,1.19811,,,0.0,1.02,,,0.0,,,,,,0.13884,,,0.0,4.28968,,,0.0
HD 135694,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,5712.0,106.0,-106.0,0.0,1.08,0.05,-0.05,0.0,1.02,0.12,-0.12,0.0,,,,,,,,,,,,,
Kepler-104,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5711.0,74.0,-74.0,0.0,1.349,0.223,-0.223,0.0,,,,,,,,,,,,,,4.105,0.1,-0.1,0.0
K2-38,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5705.0,66.0,-66.0,0.0,1.141,0.012,-0.012,0.0,1.054,0.07,-0.063,0.0,0.235,0.07,-0.07,0.0,[Fe/H],,,,,,,,
WASP-147,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,G4,5702.0,100.0,-100.0,0.0,1.429,0.14,-0.076,0.0,1.044,0.07,-0.073,0.0,0.092,0.069,-0.071,0.0,[Fe/H],,,,,,,,
HD 222155,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5701.0,44.0,-44.0,0.0,1.85,0.04,-0.04,0.0,1.21,0.1,-0.1,0.0,-0.18,,,0.0,[Fe/H],,,,,3.99,0.03,-0.03,0.0
WASP-34,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5700.0,100.0,-100.0,0.0,0.91,0.08,-0.08,0.0,0.96,0.45,-0.45,0.0,-0.02,,,0.0,[Fe/H],,,,,4.5,0.1,-0.1,0.0
WASP-16,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5700.0,150.0,-150.0,0.0,1.14,0.09,-0.09,0.0,1.78,0.54,-0.54,0.0,0.01,,,0.0,[Fe/H],,,,,4.49,0.04,-0.04,0.0
TOI-4638,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,5700.0,131.0,-131.0,0.0,0.895,0.044,-0.044,0.0,1.02,0.13,-0.13,0.0,,,,,,,,,,,,,
K2-13,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5698.0,45.0,-82.0,0.0,0.78,0.09,-0.05,0.0,0.8,0.04,-0.04,0.0,-0.54,0.12,-0.14,0.0,[Fe/H],,,,,,,,
Kepler-213,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5696.0,100.0,-100.0,0.0,1.195,0.223,-0.223,0.0,,,,,,,,,,,,,,4.31,0.15,-0.15,0.0
TOI-1799,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,5690.0,123.0,-123.0,0.0,0.957,0.046,-0.046,0.0,1.01,0.13,-0.13,0.0,,,,,,,,,,,,,
Kepler-454,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5687.0,49.0,-49.0,0.0,1.066,0.012,-0.012,0.0,1.03,0.04,-0.03,0.0,0.32,0.08,-0.08,0.0,[Fe/H],,,,,,,,
HD 4308,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5686.0,16.0,-16.0,0.0,1.02,0.01,-0.01,0.0,0.93,0.1,-0.1,0.0,-0.35,,,0.0,[Fe/H],,,,,4.39,0.05,-0.05,0.0
Kepler-337,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5684.0,175.0,-175.0,0.0,1.761,0.485,-0.485,0.0,,,,,,,,,,,,,,4.004,0.25,-0.25,0.0
Kepler-170,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5679.0,57.0,-57.0,0.0,1.035,0.058,-0.058,0.0,,,,,,,,,,,,,,4.445,0.1,-0.1,0.0
Kepler-200,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5678.0,100.0,-100.0,0.0,0.944,0.158,-0.158,0.0,,,,,,,,,,,,,,4.454,0.15,-0.15,0.0
Kepler-178,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5676.0,200.0,-200.0,0.0,1.066,0.454,-0.454,0.0,,,,,,,,,,,,,,4.334,0.3,-0.3,0.0
HD 64114,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,G7 V,5676.0,32.0,-87.0,0.0,,,,,0.95,0.05,-0.05,0.0,,,,,,,,,,,,,
HIP 67522,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,,5675.0,75.0,-75.0,0.0,1.38,0.06,-0.06,0.0,1.22,0.05,-0.05,0.0,,,,,,0.24304,0.02178,-0.02293,0.0,,,,
K2-12,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5672.0,63.0,-63.0,0.0,1.117,0.014,-0.014,0.0,0.965,0.064,-0.048,0.0,0.0,0.07,-0.07,0.0,[Fe/H],,,,,,,,
HD 171028,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5671.0,16.0,-16.0,0.0,2.47,0.07,-0.07,0.0,1.53,0.13,-0.13,0.0,-0.48,,,0.0,[Fe/H],,,,,3.84,0.03,-0.03,0.0
HD 13167,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5671.0,,,0.0,2.39,,,0.0,1.35,,,0.0,,,,,,,,,,3.72,,,0.0
TOI-5082,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5670.0,,,0.0,0.93,,,0.0,0.99665,,,0.0,,,,,,,,,,4.5,,,0.0
Kepler-371,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5666.0,146.0,-146.0,0.0,0.992,0.249,-0.249,0.0,,,,,,,,,,,,,,4.39,0.15,-0.15,0.0
Kepler-11,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,,5663.0,55.0,-66.0,0.0,1.065,0.017,-0.022,0.0,0.961,0.025,-0.025,0.0,,,,,,,,,,4.366,0.014,-0.016,0.0
HD 47186,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5657.0,9.0,-9.0,0.0,1.08,0.01,-0.01,0.0,0.96,0.05,-0.05,0.0,0.24,,,0.0,[Fe/H],,,,,4.36,0.02,-0.02,0.0
HD 102117,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5655.0,16.0,-16.0,0.0,1.23,0.02,-0.02,0.0,1.06,0.07,-0.07,0.0,0.28,,,0.0,[Fe/H],,,,,4.29,0.02,-0.02,0.0
Kepler-404,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5654.0,200.0,-200.0,0.0,0.884,0.331,-0.331,0.0,,,,,,,,,,,,,,4.543,0.3,-0.3,0.0
K2-84,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5652.0,154.0,-154.0,0.0,0.93,0.12,-0.12,0.0,0.95,0.07,-0.07,0.0,,,,,,,,,,4.481,0.089,-0.089,0.0
HD 211810,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5652.0,,,0.0,1.13,1.13,-1.13,0.0,1.03,0.02,-0.02,0.0,0.17,,,0.0,[Fe/H],0.07,0.43,-0.43,0.0,,,,
Kepler-449,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5649.18,124.08,-124.08,0.0,,,,,,,,,-0.1651,0.0124,-0.0124,0.0,[M/H],,,,,,,,
HD 179079,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5 IV,5646.0,,,0.0,1.63,0.09,-0.09,0.0,1.14,0.19,-0.19,0.0,0.24,,,0.0,[Fe/H],0.38,0.05,-0.05,0.0,,,,
Kepler-199,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5644.0,117.0,-117.0,0.0,0.967,0.173,-0.173,0.0,,,,,,,,,,,,,,4.438,0.15,-0.15,0.0
HD 76700,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5644.0,33.0,-33.0,0.0,1.37,0.03,-0.03,0.0,0.99,0.17,-0.17,0.0,0.31,,,0.0,[Fe/H],,,,,4.16,0.07,-0.07,0.0
HATS-53,<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>,,5644.0,94.0,-94.0,0.0,1.101,0.031,-0.024,0.0,0.964,0.04,-0.04,0.0,,,,,,0.04532,0.04104,-0.04532,0.0,4.34,0.019,-0.019,0.0
Kepler-351,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5643.0,200.0,-200.0,0.0,0.854,0.414,-0.414,0.0,,,,,,,,,,,,,,4.556,0.3,-0.3,0.0
Kepler-171,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5642.0,200.0,-200.0,0.0,0.839,0.376,-0.376,0.0,,,,,,,,,,,,,,4.566,0.3,-0.3,0.0
WASP-97,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5640.0,100.0,-100.0,0.0,1.08,0.06,-0.06,0.0,1.18,0.24,-0.24,0.0,0.23,,,0.0,[Fe/H],,,,,4.45,0.08,-0.08,0.0
HD 206255,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,G5 IV/V,5635.0,82.0,-99.0,0.0,,,,,1.42,0.08,-0.08,0.0,,,,,,,,,,,,,
TOI-5238,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5631.0,141.47,-99.75,0.0,1.02283,0.04972,-0.049667,0.0,1.0,0.094187,-0.160889,0.0,,,,,,-0.02335,0.00943,-0.01339,0.0,4.41846,0.089697,-0.064715,0.0
Kepler-339,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5631.0,200.0,-200.0,0.0,0.802,0.362,-0.362,0.0,,,,,,,,,,,,,,4.586,0.3,-0.3,0.0
Kepler-139,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5630.0,60.0,-60.0,0.0,1.045,0.026,-0.025,0.0,1.078,0.028,-0.034,0.0,0.35,0.04,-0.04,0.0,[Fe/H],,,,,,,,
HD 102365,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,,5630.0,,,0.0,,,,,0.85,,,0.0,-0.26,,,0.0,[Fe/H],,,,,4.57,,,0.0
Kepler-273,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5626.0,200.0,-200.0,0.0,0.815,0.464,-0.464,0.0,,,,,,,,,,,,,,4.514,0.3,-0.3,0.0
CoRoT-2,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...511A...3G/abstract target=ref> Gillon et al. 2010 </a>,,5625.0,120.0,-120.0,0.0,0.906,0.026,-0.027,0.0,0.96,0.08,-0.08,0.0,,,,,,,,,,,,,
K2-70,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5622.0,268.0,-268.0,0.0,0.93,0.14,-0.14,0.0,0.94,0.1,-0.1,0.0,,,,,,,,,,4.478,0.096,-0.096,0.0
HD 217107,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5622.0,17.0,-17.0,0.0,1.11,0.01,-0.01,0.0,1.0,0.05,-0.05,0.0,0.36,,,0.0,[Fe/H],,,,,4.34,0.02,-0.02,0.0
HAT-P-36,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,5620.0,40.0,-40.0,0.0,1.041,0.013,-0.013,0.0,1.03,0.03,-0.03,0.0,,,,,,,,,,,,,
Kepler-1682,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5619.12,224.88,-224.88,0.0,0.842301,,,0.0,0.99,,,0.0,-0.048,0.211,-0.211,0.0,[M/H],-0.1957,,,0.0,4.58277,,,0.0
Kepler-297,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5619.0,100.0,-100.0,0.0,0.915,0.165,-0.165,0.0,,,,,,,,,,,,,,4.468,0.15,-0.15,0.0
Kepler-299,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5617.0,112.0,-112.0,0.0,1.032,0.208,-0.208,0.0,,,,,,,,,,,,,,4.394,0.15,-0.15,0.0
Kepler-284,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5615.0,200.0,-200.0,0.0,0.814,0.356,-0.356,0.0,,,,,,,,,,,,,,4.58,0.3,-0.3,0.0
HD 65216,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,5612.0,,,0.0,,,,,0.874,,,0.0,,,,,,,,,,4.44,,,0.0
HD 21411,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,G8 V,5605.0,247.0,-132.0,0.0,,,,,0.89,0.05,-0.05,0.0,,,,,,,,,,,,,
