Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
613	KIC5431807	1.567	0.192333044482741	0.137884009225145	3.307	0.161554944214035	0.114947814246292	5285	74	74				0.117	0.102	0.102	3.592	0.0117046999107196	0.0126491106406735	0.010343744926169853	0.001977361853300005	0.0014113170399423897	4.3297987	PMS	G		serenelli17	10.5366003097603	4.18056786302278	1.40018921475875	100.0	A
614	KIC5450445	1.39	0.07	0.06	1.99	0.04	0.04	6112	84	84	5.484	0.465478938984048	0.465478938984048	0.05	0.09	0.09	3.985	0.009	0.009	0.042108227603840996	0.0033082096412541846	0.003122696137203434	3.7877002	MS	F		C14bruntt	4.67625899280576	2.01005025125628	1.37434554973822	8.48794564157637	A
615	KIC5468089	1.56	0.15	0.17	2.0	0.07	0.07	6728	429	429	5.431	0.462468950326639	0.462468950326639	0.0	0.15	0.15	4.03	0.018	0.025	0.04655282085437938	0.0066279450362750235	0.0070447833170200645	3.3839122	MS	F		C14sdss	10.2564102564103	3.5	6.37633769322235	8.51535537335001	A
616	KIC5511081	1.14	0.08	0.08	1.74	0.08	0.08	5923	77	77	3.319	0.298201124862171	0.298201124862171	-0.012	0.0721110255092798	0.0721110255092798				0.0516616766907556	0.00799497829312013	0.00799497829312013	3.9115897	MS	G	p	huber13	7.01754385964912	4.59770114942529	1.30001688333615	8.98466781748029	A
617	KIC5512589	1.132	0.041146081222882	0.0447772263544762	1.658	0.0248394846967484	0.0256124969497314	5789	56	56	2.979	0.248201743034408	0.248201743034408	0.032	0.1	0.1	4.052	0.0078102496759066	0.0078102496759066	0.059293111182278486	0.003427336810579146	0.003612689781356536	3.9994267	MS	G		serenelli17	3.79519909793985	1.52147109910977	0.967351874244256	8.33171342847963	A
618	KIC5513648	1.08	0.07	0.07	1.47	0.06	0.06	5904	85	85				-0.052	0.0721110255092798	0.0721110255092798				0.08116768171011841	0.011245375231512197	0.011245375231512197	3.9240442	MS	G	p	huber13	6.48148148148148	4.08163265306122	1.43970189701897	100.0	A
619	KIC5514383	1.18	0.05	0.05	1.19	0.02	0.02	6184	81	81	1.789	0.15956963222112	0.15956963222112	0.097	0.0721110255092798	0.0721110255092798				0.1671677564388018	0.011009814160775915	0.011009814160775915	3.7405042	MS	F	p	huber13	4.23728813559322	1.68067226890756	1.3098318240621	8.91948754729572	A
620	KIC5516982	1.263	0.0452769256906871	0.0444184646290256	1.472	0.0194164878389476	0.0194164878389476	6444	50	50	3.568	0.306744935856814	0.306744935856814	-0.065	0.1	0.1	4.203	0.0072111025509279	0.0072111025509279	0.09453471325964882	0.005047698245600377	0.005004784808830503	3.5700742	MS	F		serenelli17	3.55088639428791	1.31905488036329	0.775915580384854	8.59711143096453	A
621	KIC5523099	1.202	0.0657647321898295	0.0702139587261678	2.294	0.0700927956355002	0.068154236845555	5488	62	62	4.673	0.439094816717763	0.439094816717763	-0.112	0.1	0.1	3.795	0.0133416640641263	0.0133416640641263	0.023770352257378998	0.002537519126844374	0.002533106316368406	4.1967322	PMS	G		serenelli17	5.65635153560721	3.01323087360626	1.12973760932945	9.39642235646829	A
622	KIC5530375	1.404	0.0643506021727847	0.0618546683767685	2.753	0.0657419196555744	0.0648459713474939	6210	55	55	8.503	1.20824327316213	1.20824327316213	-0.226	0.1	0.1	3.706	0.012369316876853	0.012369316876853	0.016064228179396896	0.0013662214797662824	0.0013377105205298998	3.7234612	MS	F		serenelli17	4.49448969193565	2.37173794048435	0.885668276972625	14.2096115860535	A
623	KIC5543462	1.033	0.0612943716828878	0.058821764679411	1.298	0.057974132162543	0.053160135440008	6246	54	54	2.252	0.188741772329695	0.188741772329695	-0.372	0.102	0.102	4.224	0.0292745623366089	0.0302654919008431	0.11276845615865824	0.016525412418801955	0.015271107577101935	3.6998632	MS	F		serenelli17	5.81394658094379	4.28098103245574	0.864553314121038	8.38107337165607	A
624	KIC5561278	1.29	0.09	0.09	1.95	0.06	0.06	6081	75	75	4.338	0.391463030997071	0.391463030997071	0.013	0.0721110255092798	0.0721110255092798				0.0415333791713033	0.00480571996111475	0.00480571996111475	3.8080207	MS	F	p	huber13	6.97674418604651	3.07692307692308	1.23334977799704	9.02404405249127	A
625	KIC5596656	1.14	0.13	0.12	3.67	0.17	0.17	5094	84	84	9.826	0.958140948811992	0.958140948811992	-0.46	0.09	0.09	3.362	0.01	0.01	0.005505769799874646	0.0009897401116188398	0.000959829334643029	4.4549992	PMS	K		C14bruntt	10.9649122807018	4.63215258855586	1.6489988221437	9.75107824966407	A
626	KIC5603483	1.24	0.11	0.11	3.59	0.12	0.13	4876	79	79	6.645	0.68354427576958	0.68354427576958	0.28	0.1	0.15	3.42	0.01	0.012	0.006398080943337559	0.0008566071039004056	0.0008973520370038233	4.5978982	PMS	K		C14sdss	8.87096774193548	3.48189415041783	1.62018047579984	10.2865955721532	A
627	KIC5607242	1.291	0.0334215499341368	0.0581377674149945	2.449	0.0360555127546399	0.0495176736125598	5689	67	67	5.901	0.527470378917436	0.527470378917436	-0.185	0.102	0.102	3.77	0.0058309518948453	0.0058309518948453	0.02098317861986573	0.0010742432969769054	0.0015852307111173106	4.0649767	PMS	G		serenelli17	3.54606186479982	1.74710466245814	1.17771137282475	8.93866088658593	A
628	KIC5629080	1.242	0.099040395798886	0.0931718841711382	3.075	0.0926498785752038	0.0907083237635885	5203	94	94	6.849	0.650111776016596	0.650111776016596	-0.301	0.102	0.102	3.555	0.0092195444572928	0.0101980390271856	0.010197591861606908	0.0012291913510965185	0.0011830600812572465	4.3835497	PMS	G		serenelli17	7.73801449154687	2.98143418437061	1.80665000960984	9.4920685649963	A
629	KIC5636956	1.464	0.0724223722339996	0.127137720602503	2.055	0.0554616984954482	0.064621977685614	6369	60	60	7.338	0.637729562098162	0.637729562098162	0.094	0.1	0.1	3.975	0.0121655250605964	0.0131529464379659	0.04027327881668777	0.003821222398713724	0.0051640076318961725	3.6192367	MS	F		serenelli17	6.81557694113737	2.92174394601125	0.942063118228921	8.69078171297577	A
630	KIC5652983	1.55	0.15	0.15	3.21	0.11	0.11	5198	95	95	6.224	0.693240381006964	0.693240381006964	0.138	0.0721110255092798	0.0721110255092798				0.011187369740057098	0.0015795145066134658	0.0015795145066134658	4.3868272	PMS	K	p	huber13	9.67741935483871	3.42679127725857	1.82762601000385	11.1381809287751	A
631	KIC5683538	1.22	0.0586003412959345	0.0610327780786685	2.302	0.101651364968701	0.093962758580195	6366	73	73	6.302	0.483941955862439	0.483941955862439	-0.557	0.102	0.102	3.798	0.027459060435492	0.0294278779391243	0.023875653280513616	0.0033643849655898804	0.0031582337487836994	3.6212032	MS	F		serenelli17	4.90299669568045	4.24878634988913	1.14671693371034	7.67918051193968	A
632	KIC5686856	1.14	0.14	0.11	1.78	0.09	0.08	6125	55	55	2.777	0.0705307105203809	0.0705307105203809	0.0	0.2	0.15	3.996	0.012	0.012	0.048256546154359446	0.00941806855412099	0.00800099936657241	3.7791787	MS	F		C14sdss	10.9649122807018	4.7752808988764	0.897959183673469	2.53981672741739	A
633	KIC5689219	1.283	0.0623698645180507	0.0834865258589672	1.719	0.0472016948848238	0.0488262224629348	6574	54	54				-0.307	0.1	0.1	4.074	0.0161245154965971	0.017	0.060299042647364264	0.005767644741791377	0.006465027169952605	3.4848592	MS	F		serenelli17	5.68419292194146	2.79313313984173	0.821417706114998	100.0	A
634	KIC5689820	1.15	0.11	0.11	2.34	0.09	0.1	5114	80	80	3.406	0.331252082841002	0.331252082841002	0.21	0.15	0.15	3.762	0.011	0.012	0.021427014268858915	0.0032114046595247137	0.0034273775745620482	4.4418892	PMS	K		C14sdss	9.56521739130435	4.05982905982906	1.56433320297223	9.72554559133888	A
635	KIC5723165	1.316	0.093637599285757	0.0889550448260244	2.727	0.0797119815335185	0.0768960337078578	5290	91	91	5.587	0.537641971757728	0.537641971757728	-0.12	0.1	0.1	3.685	0.0072801098892805	0.0072801098892805	0.015492156165433302	0.0017494928129317673	0.001677539982226859	4.3265212	PMS	G		serenelli17	6.9374104905692	2.87143408950085	1.72022684310019	9.62308880898028	A
636	KIC5773155	1.429	0.0778331548891602	0.0792085853932514	1.896	0.0521536192416212	0.0521536192416212	6317	55	55	5.469	0.458863499927987	0.458863499927987	0.138	0.1	0.1	4.036	0.0131529464379659	0.0131529464379659	0.050052828023461046	0.004949018992709711	0.004975719987427764	3.6533227	MS	F		serenelli17	5.49481246614456	2.7507183144315	0.870666455596011	8.39026330093228	A
637	KIC5773345	1.508	0.0448218696620299	0.0472016948848238	2.024	0.0183847763108502	0.0198494332412792	6214	61	61	5.275	0.432457782163645	0.432457782163645	0.255	0.1	0.1	4.003	0.0063245553203367	0.0063245553203367	0.04341913905684224	0.0017508262442555173	0.0018651765940276334	3.7208392	MS	F		serenelli17	3.05117919585059	0.944520986959719	0.981654328934664	8.19825179457146	A
638	KIC5774694	1.06	0.05	0.06	1.0	0.03	0.03	5875	84	84	0.953	0.0616863833418763	0.0616863833418763	0.07	0.09	0.09	4.463	0.017	0.019	0.2530563595161136	0.02571355353385799	0.02690500543982991	3.9430537	MS	G		C14bruntt	5.18867924528302	3.0	1.42978723404255	6.4728628900185	A
639	KIC5780885	1.32	0.09	0.09	1.96	0.07	0.07	6027	75	75	4.679	0.449296838198533	0.449296838198533	0.193	0.0721110255092798	0.0721110255092798				0.041852085881779806	0.005315108161232079	0.005315108161232079	3.8434177	MS	F	p	huber13	6.81818181818182	3.57142857142857	1.24440019910403	9.60241158791479	A
640	KIC5822889	1.671	0.148499158246773	0.128996123972777	4.26	0.143265487818944	0.124354332453679	5220	68	68	15.12	1.55894911264093	1.55894911264093	-0.11	0.101	0.101	3.401	0.010295630140987	0.010295630140987	0.005160110992571344	0.0006937736325817274	0.00060239702958237	4.3724062	PMS	G		serenelli17	8.30326996467832	3.14107770273031	1.30268199233716	10.310510004239	A
641	KIC5866724	1.199	0.029	0.03	1.399	0.012	0.012	6169	50	50	2.577	0.103	0.095	0.131	0.0721110255092798	0.0721110255092798	4.224	0.005	0.007	0.10453878069348081	0.0036918214665436163	0.003752073026709213	3.7503367	MS	F	p	silva15	2.4603836530442	0.857755539671194	0.810504133571081	3.84167636786962	A
642	KIC5892169	1.557	0.0888875694346516	0.104292856898256	3.188	0.0813203541556479	0.0948314293892062	5295	79	79	7.103	0.671893670373448	0.671893670373448	-0.003	0.1	0.1	3.622	0.0082462112512353	0.0082462112512353	0.011472156558209235	0.0010952875084540748	0.0012800772625193332	4.3232437	PMS	G		serenelli17	6.20361035108886	2.76273186237224	1.49197355996223	9.45929424712725	A
643	KIC5939450	1.53	0.1	0.09	2.88	0.07	0.06	6282	84	84	11.37	0.90844011539364	0.90844011539364	-0.18	0.09	0.09	3.701	0.017	0.013	0.01529062925303266	0.0014972877050744768	0.0013123651989896353	3.6762652	MS	F		C14bruntt	6.20915032679739	2.25694444444444	1.33715377268386	7.98979872817625	A
644	KIC5950854	0.956	0.0492036584005702	0.0476340214552582	1.233	0.0214009345590327	0.0206155281280883	5913	61	61	1.875	0.157345852339323	0.157345852339323	-0.238	0.1	0.1	4.236	0.0086023252670426	0.0086023252670426	0.12175310712897663	0.00891404760571324	0.00860807157005571	3.9181447	MS	G		serenelli17	5.06473221003287	1.70383060369509	1.03162523253847	8.39177879143054	A
645	KIC5955122	1.211	0.0434165866921848	0.0505667875190821	2.085	0.0370135110466435	0.0410487515035476	5930	55	55	4.782	0.394463274426921	0.394463274426921	-0.246	0.101	0.101	3.882	0.0063245553203367	0.0063245553203367	0.03189608323018687	0.0020477302944889413	0.00230712872737384	3.9070012	PMS	G		serenelli17	3.88040355950731	1.87199670384151	0.927487352445194	8.24891832762278	A
646	KIC5961597	1.465	0.0685930025585701	0.0776208734813001	1.923	0.0449444101084885	0.0449444101084885	6492	53	53	6.678	0.526709025362363	0.526709025362363	0.051	0.1	0.1	4.035	0.0126491106406735	0.0136014705087354	0.04918256365015269	0.004146672482415657	0.004322338720060222	3.5386102	MS	F		serenelli17	4.99023467712867	2.33720281375395	0.816389402341343	7.88722709437501	A
647	KIC6034893	1.811	0.165517370689605	0.20137527157027	4.169	0.202871880752361	0.225488358901297	5381	79	79	12.9	1.2298643645133	1.2298643645133	-0.144	0.101	0.101	3.454	0.0131529464379659	0.014142135623731	0.005966699356378548	0.0010276773580585514	0.0011736820403590907	4.2668707	PMS	G		serenelli17	10.1295594218629	5.13744590613645	1.46812860063185	9.53383228304883	A
648	KIC6035199	1.156	0.176663521984591	0.158028478446133	3.367	0.225204351645345	0.210667985227941	5271	69	69	6.838	0.705242879803216	0.705242879803216	-0.46	0.1	0.1	3.446	0.014560219778561	0.014560219778561	0.00723002627548478	0.001823604805070266	0.0016788763747017305	4.3389757	PMS	G		serenelli17	14.4762975964846	6.47271067527897	1.30904951622083	10.3135840860371	A
649	KIC6047087	1.096	0.0615873363606513	0.0607453701939498	1.315	0.0277308492477241	0.0268328157299975	6189	61	61	2.129	0.176385379791107	0.176385379791107	-0.188	0.1	0.1	4.239	0.0116619037896906	0.0116619037896906	0.11506538273423814	0.009736465674451068	0.00950194200437	3.7372267	MS	F		serenelli17	5.58087164938873	2.07466406759398	0.985619647762159	8.2848933673606	A
650	KIC6049366	1.212	0.0672681202353686	0.0657951365983839	1.822	0.0866487160897379	0.0800562302385017	6220	62	62	4.637	0.392941597752257	0.392941597752257	-0.143	0.099	0.099	3.998	0.0294278779391243	0.0304138126514911	0.04783754597487135	0.007323269536748199	0.006819571292932484	3.7169062	MS	F		serenelli17	5.48940828522081	4.57477898815147	0.996784565916399	8.47404782730767	A
651	KIC6064910	1.4	0.15	0.13	2.37	0.1	0.09	6508	75	75	8.907	0.76773077848419	0.76773077848419	-0.26	0.2	0.15	3.836	0.015	0.015	0.025106974896582826	0.004163722508967513	0.0036900538755920615	3.5281222	MS	F		C14sdss	10.0	4.0084388185654	1.15242778119238	8.61940921167835	A
652	KIC6106120	1.36	0.14	0.16	2.74	0.11	0.13	5329	58	58	6.953	0.631647514765045	0.631647514765045	-0.04	0.15	0.2	3.692	0.015	0.017	0.01578332904444987	0.0025006585290162932	0.00291459164700813	4.3009567	PMS	G		C14sdss	11.0294117647059	4.37956204379562	1.08838431225371	9.08453206910751	A
653	KIC6106415	1.0681	0.0513	0.0399	1.2186	0.018	0.018	6037	77	77	1.765	0.121	0.112	-0.04	0.1	0.1	4.2955	0.0088	0.0088	0.14090934118961349	0.009208250267037426	0.00816682340970553	3.8368627	MS	F		silva17	4.26926317760509	1.47710487444609	1.27546794765612	6.60056657223796	A
654	KIC6116048	1.059	0.0382753184180093	0.0399624824053762	1.239	0.0164012194668567	0.0164012194668567	6072	49	49	1.657	0.121907720037962	0.121907720037962	-0.253	0.099	0.099	4.276	0.0064031242374328	0.0064031242374328	0.1329209485035988	0.007137474645862177	0.007281695679030439	3.8139202	MS	F		serenelli17	3.69394715880007	1.32374652678424	0.806982872200264	7.3571345828583	A
655	KIC6119013	1.57	0.19	0.23	3.51	0.21	0.26	5447	73	73	8.699	0.822037204862387	0.822037204862387	-0.32	0.1	0.15	3.543	0.011	0.011	0.008667417044021516	0.0018762760325029065	0.002306966732594838	4.2236077	PMS	G		C14sdss	13.3757961783439	6.6951566951567	1.34018725904167	9.449789686888	A
656	KIC6129877	1.115	0.0676756972627545	0.070178344238091	1.328	0.0384837628097877	0.0384837628097877	6064	72	72	2.353	0.200690221794277	0.200690221794277	-0.048	0.1	0.1	4.238	0.0158113883008419	0.0167630546142402	0.11365591246906273	0.012050674318611496	0.01219850222657535	3.8191642	MS	F		serenelli17	6.18179558299756	2.8978737055563	1.18733509234828	8.52912119822683	A
657	KIC6145937	1.065	0.0711688133946324	0.0702281994643178	2.278	0.0760591874792257	0.0760591874792257	5391	58	58	6.04	0.555170770025493	0.555170770025493	-0.313	0.101	0.101	3.751	0.0092195444572928	0.0101980390271856	0.02150799066165733	0.0025897961098746937	0.0025793022004381434	4.2603157	PMS	G		serenelli17	6.63835741121832	3.33885809829788	1.07586718605083	9.19156904015717	A
658	KIC6196457	1.209	0.019	0.03	1.716	0.012	0.012	5871	94	94	3.316	0.185	0.164	0.19	0.0721110255092798	0.0721110255092798	4.049	0.004	0.005	0.057119689901215305	0.0014972499568880388	0.0018560372797499767	3.9456757	MS	G	p	silva15	2.02646815550041	0.699300699300699	1.60109010390053	5.26236429433052	A
659	KIC6225718	1.1593	0.0304	0.0304	1.2336	0.012	0.015	6313	76	76	2.137	0.094	0.09	-0.07	0.1	0.1	4.3186	0.0066	0.0055	0.1474294157408831	0.005784179502750574	0.006623370944420395	3.6559447	MS	F		silva17	2.6222720607263	1.0943579766537	1.20386504039284	4.30510060832943	A
660	KIC6232600	1.132	0.0590762219509677	0.0590762219509677	1.312	0.0246981780704569	0.0246981780704569	6435	70	70	2.61	0.199951274588325	0.199951274588325	-0.294	0.1	0.1	4.255	0.010295630140987	0.010295630140987	0.11966201520317554	0.009201457229443665	0.009201457229443665	3.5759737	MS	F		serenelli17	5.21874752217029	1.88248308463849	1.08780108780109	7.6609683750316	A
661	KIC6268648	1.01	0.08	0.08	1.33	0.04	0.04	6044	117	117				-0.24	0.11	0.11				0.10248913826664352	0.012304907189070747	0.012304907189070747	3.8322742	MS	F	p	huber13	7.92079207920792	3.00751879699248	1.93580410324289	100.0	A
662	KIC6278762	0.739	0.009	0.011	0.748	0.006	0.003	5046	74	74	0.341	0.02	0.016	-0.482	0.0721110255092798	0.0721110255092798	4.56	0.003	0.002	0.4215518848812835	0.011369427917394826	0.008068438144349599	4.4864632	MS	K	p	silva15	1.3531799729364	0.601604278074866	1.46650812524772	5.27859237536657	A
663	KIC6287060	1.157	0.0798811617341661	0.0782368199762746	1.488	0.0470106370941726	0.0452769256906871	6020	53	53	3.112	0.271405410100712	0.271405410100712	-0.016	0.1	0.1	4.155	0.017464249196573	0.0183847763108502	0.08383704377717924	0.009830729659103655	0.009524018011519494	3.8480062	MS	F		serenelli17	6.8331020618168	3.10106057744824	0.880398671096345	8.72125353794062	A
664	KIC6290627	1.257	0.103580886267689	0.0987623410010111	3.564	0.109110036201992	0.109110036201992	5247	69	69	8.033	0.772120955635893	0.772120955635893	-0.309	0.105	0.105	3.433	0.0101980390271856	0.0101980390271856	0.006628779643797671	0.0008179365542219707	0.0008011901960026651	4.3547077	PMS	G		serenelli17	8.04865661371124	3.06144882721639	1.31503716409377	9.61186301053022	A
665	KIC6308642	1.189	0.0528393792544916	0.0644748012792595	2.303	0.0441021541423999	0.0492442890089805	5610	56	56	5.766	0.515821436010661	0.515821436010661	-0.259	0.101	0.101	3.787	0.0086023252670426	0.0094339811320566	0.02323867870157162	0.0016878686372937095	0.001951970748102366	4.1167612	PMS	G		serenelli17	4.93331289040164	2.02662707666914	0.998217468805704	8.94591460302915	A
666	KIC6313425	1.426	0.0474341649025257	0.0621691241694782	2.671	0.0482597140480546	0.0499299509312797	5763	85	85	7.254	0.667054601208631	0.667054601208631	-0.078	0.103	0.103	3.737	0.0072111025509279	0.0072111025509279	0.01786525634340507	0.0011361746607085118	0.0012690193433368083	4.0164697	PMS	G		serenelli17	3.84303257615722	1.83806935565957	1.47492625368732	9.19567964169604	A
667	KIC6363365	1.12	0.13	0.11	1.41	0.06	0.05	6282	76	76	4.057	0.854109437523083	0.854109437523083	-0.58	0.15	0.1	4.188	0.016	0.016	0.09538324106247215	0.016457283964445634	0.01381028913229734	3.6762652	MS	F		C14sdss	10.7142857142857	3.90070921985816	1.20980579433301	21.0527344718532	A
668	KIC6370489	1.211	0.0581377674149945	0.0615223536610881	2.002	0.034828149534536	0.0374833296279826	6302	80	80	5.209	0.448219506848109	0.448219506848109	-0.452	0.1	0.1	3.918	0.0086023252670426	0.0086023252670426	0.036029921375881804	0.0025549696099889173	0.002728746289968325	3.6631552	MS	F		serenelli17	4.94055000314131	1.8059809980649	1.26943827356395	8.60471312820329	A
669	KIC6421967	1.24	0.1	0.11	1.27	0.04	0.05	6464	73	73	2.237	0.18956809924424	0.18956809924424	-0.12	0.15	0.15	4.321	0.015	0.017	0.1445179901175343	0.017952636378829212	0.021347334781111758	3.5569642	MS	F		C14sdss	8.46774193548387	3.54330708661417	1.12933168316832	8.47421096308626	A
