Teff,logg,Meta,L,eTeff,elogg,eMeta,eL
3776.9,4.696,0.514,0.06079949891399825,9.5,0.011,0.027000000000000003,0.001481700881092722
3759.0,5.11,-0.24,0.034760018586666136,87.0,0.12,0.04,0.00011984975860079156
3750.0,4.65,0.148,0.06299992029474194,515.0,0.05,0.062,0.02659991981789001
3748.0,4.74,0.16,0.043954161543782455,112.0,0.044,0.14,0.01211184868010801
3747.0,4.686,0.425,0.06129993302249013,64.0,0.014,0.088,0.004718723840970794
3745.0,4.707,0.11,0.04900044227932357,70.0,0.048,0.12,0.009991870710984663
3734.0,4.68,0.08,0.04159968096868142,54.0,0.06,0.19,0.0006943412200064308
3734.0,4.76,-0.15,0.04355118736855686,68.0,0.04,0.09,0.007906074025932429
3728.0,4.76,-0.14,0.043000152915127016,68.0,0.04,0.09,0.008221001039813922
3726.0,4.75,-0.13,0.04385306977749856,68.0,0.04,0.09,0.007878136261924344
3713.0,4.69,0.47,0.05910034280967362,59.0,0.04,0.16,0.00219077883265488
3711.0,4.74,-0.11,0.05290052717796107,88.0,0.05,0.12,0.0023477256824834397
3710.0,4.729,0.27,0.04890012845875455,57.5,0.0285,0.175,0.002298505795237278
3709.0,4.77,0.0,0.03760018658059076,11.0,0.02,0.03,9.986430642627483e-05
3708.0,4.718,0.35,0.051500328590023285,56.5,0.0245,0.11499999999999999,0.0014790211018781765
3690.0,4.725,0.0,0.04429961991003638,50.0,0.0265,0.5,0.003457315950617136
3690.0,4.665,-0.02,0.05600025440780012,300.0,0.048,0.98,0.016397515335495005
3678.0,4.404,0.23,0.09160095468444289,89.0,0.028499999999999998,0.27,0.009810051589658295
3659.0,4.7,0.376,0.04900044227932357,120.0,0.03,0.095,0.004768507916438024
3656.0,4.87,-0.23,0.029512092266663854,51.0,0.07,0.16,0.0007381081193071591
3643.0,4.77,-0.12,0.04099963590417647,142.0,0.03,0.09,0.003822155189270038
3638.0,4.878,-0.3,0.02301441817408509,51.0,0.040999999999999995,0.12,0.005036391754879712
3635.0,4.77,-0.09,0.03950026415978837,88.0,0.05,0.12,0.001472559647635742
3607.0,4.87,-0.34,0.022130947096056376,68.0,0.04,0.09,0.005030793945153506
3600.0,4.98,-0.28,0.025984837186298976,16.0,0.12,0.07,9.764189389235844e-05
3579.0,4.88,-0.09,0.026870144379244582,51.0,0.07,0.16,0.0005347389082660664
3576.0,4.747,0.099,0.03670033259138404,88.0,0.0458,0.117,0.0008415474339684148
3572.0,4.74,0.323,0.04120026410605537,57.0,0.01,0.081,0.0029916098428318695
3568.0,4.862,0.169,0.023060037011259416,44.0,0.027,0.053,0.0006990998858552935
3563.0,4.826,-0.109,0.026289964520097495,77.0,0.0205,0.092,0.0007205792016093011
3558.0,4.884,-0.09,0.020300185198596846,78.0,0.03,0.21000000000000002,0.0014108473242079294
3556.0,4.727,-0.06,0.04549985367579124,70.0,0.029,0.12,0.001665915937798003
3553.0,4.767,0.041,0.03260018014965564,51.5,0.034,0.066,0.0009850445857670226
3551.0,4.75,-0.13,0.032200306087301574,50.5,0.05,0.2,0.002645648474207677
3542.0,4.87,-0.17,0.023449846272213228,70.0,0.05,0.04,0.00011983223884341233
3534.0,4.9,-0.04,0.03235936569296283,51.0,0.07,0.16,0.00038514266091355803
3528.0,4.785,0.148,0.0307503455199701,26.5,0.0165,0.046,0.0008335543174148377
3522.0,4.776,-0.01,0.028900143553494708,70.0,0.026,0.12,0.0026679064244930287
3514.0,4.81,0.17,0.024300208503569055,57.0,0.03,0.12,0.0010216581036124935
3506.0,4.872,-0.2,0.01939992272390983,70.0,0.026,0.12,0.0018152200753119678
3505.0,4.94,-0.12,0.01590999341880535,51.0,0.07,0.16,0.00035606793725359836
3500.0,4.97,-0.08,0.012364882678268518,26.0,0.11,0.07,6.771768651312512e-05
3499.0,4.822,0.09,0.025999799567092443,70.0,0.043,0.12,0.005437462845636214
3499.0,4.94,-0.38,0.012764388088113442,68.0,0.06,0.09,0.00413460261044374
3476.0,4.8,0.05,0.03400008478258593,51.0,0.04,0.16,0.0005651866662648684
3475.0,4.95,-0.05,0.020000000199681043,51.0,0.07,0.16,0.0003172852260484929
3472.0,4.787,0.19,0.0263997612935481,70.0,0.027,0.12,0.00269694207604442
3467.0,4.8,0.09,0.025703957827688632,68.0,0.07,0.09,0.0066493506480561695
3459.0,4.809,-0.07,0.02290023821383637,65.0,0.035500000000000004,0.11,0.0023174050719474235
3451.0,4.96,-0.03,0.0169001282361221,51.0,0.07,0.16,0.00029737910832154137
3447.0,4.83,-0.18,0.014930006609952756,77.0,0.05,0.13,0.000827624177492282
3433.0,4.66,-0.39,0.022769841105818964,100.0,0.07,0.07,0.0004163681788882691
3433.0,4.87,-0.19,0.015523870099580825,68.0,0.01,0.13,7.132570419668416e-05
3422.0,4.68,-0.19,0.017060038228146644,81.0,0.04,0.05,6.997480676671636e-05
3420.0,4.9,-0.1,0.01600000063897936,18.0,0.1,0.1,0.0009706287161341037
3415.0,4.86,-0.46,0.01128002338502823,135.0,0.13,0.26,0.00041251200557057555
3412.0,4.849,0.37,0.0175800457119695,30.0,0.019,0.14,0.00031251556551834155
3406.0,4.83,0.0,0.018535316234148114,69.0,0.03,0.08,0.000463574974038837
3405.0,4.7653,0.17,0.027549898300014593,10.0,0.0067,0.036,0.0006032339558042256
3395.0,4.84,-0.07,0.01095998601533683,51.0,0.04,0.16,0.00018826727965552074
3392.0,4.69,-0.02,0.019300119587775198,44.0,0.04,0.04,0.0002976518931183149
3388.8,4.8976,0.264,0.016230055315603117,68.0,0.063,0.1,0.0003853189332452024
3387.0,4.97,0.12,0.019700171185549738,51.0,0.07,0.16,0.0002975679495293964
3384.0,4.89,-0.02,0.010900087895662278,88.0,0.05,0.12,0.0004390922470515479
3381.0,4.87,-0.13,0.007150065166039225,54.0,0.06,0.19,0.00011901811587671949
3376.0,4.846,-0.01,0.01613986879824255,44.5,0.025,0.215,0.0005211645459134318
3370.0,4.804,0.34,0.01983992380872856,30.5,0.021,0.15,0.00047520695172985176
3370.0,4.8,-0.13,0.006259937540624864,100.0,0.07,0.07,0.0003382174437382259
3358.0,4.85,0.06,0.01649985014952608,92.0,0.11,0.11,0.0019814263950690605
3350.0,4.69,-0.55,0.013708817661648536,50.0,0.1,0.1,0.0008854778411428359
3347.0,4.76,-0.18,0.010106016430855898,50.0,0.13,0.15,6.88760079558294e-05
3347.0,4.81,0.11,0.014999956513820394,54.0,0.06,0.19,0.00018893538761691458
3342.0,4.91,0.03,0.01299989965375454,100.0,0.03,0.07,0.002718731395674151
3341.0,4.96,-0.21,0.011748975549395297,276.0,0.02,0.09,0.0005287910063756611
3326.0,4.85,0.1,0.010660068612648418,54.0,0.06,0.19,0.000109399562158689
3325.0,5.01,0.03,0.01614990604173662,75.0,0.04,0.2,0.00018890959045948612
3324.0,5.05,0.0,0.008670018017473654,51.0,0.07,0.16,0.00010940231531000703
3322.0,4.87,0.27,0.014100028808959001,49.0,0.03,0.09,0.000587856349007561
3317.0,4.9111,-0.15,0.01151012393735847,36.5,0.0089,0.125,0.0004557276025852954
3300.0,5.05,-0.03,0.005919976735187178,50.0,0.05,0.2,6.965162535985591e-05
3300.0,5.094,-0.24,0.004099963590417645,30.0,0.006,0.09,9.881188654351121e-05
3298.0,4.927,-0.209,0.011399872655699769,74.0,0.0335,0.0125,0.001183409711327397
3297.0,5.04,-0.31,0.032200306087301574,21.0,0.04,0.16,0.002537969775565977
3296.0,5.21,-0.32,0.0072799768788612725,42.0,0.07,0.06,0.00014849128353531475
3280.0,5.09,-0.12,0.003314973034453391,40.0,0.09,0.1,1.7927082907098334e-05
3273.0,4.92,-0.12,0.004025965046346094,101.0,0.14,0.17,1.9927641562372984e-05
3266.0,4.827,0.357,0.01849992637393874,36.0,0.01,0.085,0.0010689914062722919
3240.0,5.004,-0.15,0.005160003545069492,61.0,0.021,0.11,0.00019630816004725634
3238.0,5.01,-0.27,0.005440013782467271,48.5,0.04,0.09,0.0007263149863880906
3236.0,5.09,-0.04,0.0036399884030888026,51.0,0.07,0.16,4.965315873937362e-05
3229.0,4.989,-0.18,0.005819960002709255,67.0,0.0245,0.12,0.000401724449240855
3225.0,4.91,-0.03,0.008739971168862255,40.5,0.0225,0.13,0.0002806549485290799
3225.0,5.046,0.04,0.004340002703041642,99.5,0.024,0.2,0.0005462395609575163
3207.0,4.944,0.15,0.008159997017159271,58.0,0.031,0.03,0.00028509630109391226
3200.0,5.01,0.11,0.006340010833740773,75.0,0.02,0.2,0.00010905023720115268
3195.0,4.9,-0.56,0.0035500134624448284,28.0,0.09,0.07,7.128917496144419e-05
3185.0,4.959,0.336,0.0071100065366077264,76.0,0.026,0.06,0.0007465942684726358
3185.0,4.95,-0.07,0.007000031591308968,50.0,0.03,0.02,0.0005763656551076792
3173.0,5.066,-0.13,0.0035100233050130276,53.0,0.027,0.18,0.0003007994340239778
3158.0,4.93,0.07,0.0029440148750156203,54.0,0.06,0.19,2.7863927318272667e-05
3154.0,5.01,-0.13,0.0025399782631954993,54.0,0.06,0.19,1.992337467807267e-05
3151.0,5.17,-0.18,0.002194977132112661,51.0,0.07,0.16,3.964101502148946e-05
3131.0,4.985,0.39,0.005169993534815561,30.0,0.024,0.22,0.0001434163663068485
3130.0,4.93,0.13,0.0029339992601925993,51.0,0.04,0.16,5.255644101585886e-05
3101.0,5.0286,0.24,0.00389995862874433,43.0,0.0083,0.11,0.00019963250438577071
3100.0,5.041,-0.26,0.003450007188671712,27.5,0.020999999999999998,0.24,8.411140536594849e-05
3100.0,4.5,0.01,0.0685993498970005,100.0,0.5,0.05,0.0004981129453901778
3096.0,5.041,-0.15,0.0037999685303685493,48.0,0.016,0.09,0.0002890388640458578
3071.0,5.039,-0.2,0.00358897142052433,28.0,0.027,0.2,6.838409119841026e-05
3034.0,5.19,-0.11,0.0007220046589614493,45.0,0.2,0.28,4.986755059517198e-06
3024.0,5.1,-0.25,0.0014060151490619562,52.0,0.06,0.19,1.8876086568159244e-05
3007.0,5.039,0.142,0.003749989053574924,58.0,0.011,0.087,0.00031667692115762165
2960.0,5.115,-0.09,0.0023000114603619064,55.0,0.094,0.19,9.961273801160735e-06
2850.0,5.126,-0.028,0.001440986791619724,75.0,0.0485,0.089,3.75106712905682e-05
2800.0,5.265,0.07,0.0008350067764690933,29.0,0.014,0.1,1.8790943020980343e-05
